GENEID	HN-score(HN5)
Os03g0360200	-6
Os03g0360300	-17
Os03g0360500	1
Os03g0360600	4
Os03g0360700	3
Os03g0360750	-2
Os03g0360800	13
Os03g0361100	0
Os03g0361500	-2
Os03g0361600	-5
Os03g0361700	-10
Os03g0362032	0
Os03g0362200	-10
Os03g0362500	-16
Os03g0363100	0
Os03g0363200	-3
Os03g0363400	-9
Os03g0363500	-3
Os03g0363600	-1
Os03g0363700	11
Os03g0363800	-1
Os03g0363850	12
Os03g0363900	11
Os03g0363950	-3
Os03g0364000	1
Os03g0364400	-21
Os03g0364500	-16
Os03g0364700	-15
Os03g0365000	4
Os03g0365100	5
Os03g0365200	2
Os03g0365250	-15
Os03g0365700	-1
Os03g0365800	-7
Os03g0365850	-21
Os03g0365900	-19
Os03g0366000	38
Os03g0366100	3
Os03g0366200	7
Os03g0366350	-13
Os03g0366525	2
Os03g0366700	9
Os03g0366800	-7
Os03g0366900	4
Os03g0367000	-2
Os03g0367101	-16
Os03g0367150	-24
Os03g0367200	-8
Os03g0367800	-1
Os03g0367900	-4
Os03g0368000	-10
Os03g0368300	3
Os03g0368351	10
Os03g0368650	0
Os03g0368900	-34
Os03g0368950	-8
Os03g0369000	2
Os03g0369100	-2
Os03g0369250	-2
Os03g0369600	-2
Os03g0369700	-9
Os03g0369800	-3
Os03g0370000	-7
Os03g0370200	13
Os03g0370250	0
Os03g0370400	11
Os03g0370500	9
Os03g0370600	-6
Os03g0370800	-35
Os03g0370900	4
Os03g0371000	-66
Os03g0371300	-22
Os03g0371350	-21
Os03g0371400	-20
Os03g0371600	-3
Os03g0371800	-26
Os03g0372500	7
Os03g0372600	-46
Os03g0372650	2
Os03g0372700	8
Os03g0372900	3
Os03g0372950	-11
Os03g0373100	0
Os03g0373300	3
Os03g0373500	1
Os03g0373601	-26
Os03g0374100	0
Os03g0374400	4
Os03g0374500	0
Os03g0374551	12
Os03g0374575	34
Os03g0374600	18
Os03g0374900	7
Os03g0374901	-12
Os03g0375200	7
Os03g0375300	-4
Os03g0375601	-20
Os03g0375717	0
Os03g0375833	-3
Os03g0375900	-2
Os03g0375933	-5
Os03g0375966	-1
Os03g0376000	16
Os03g0376100	-5
Os03g0376350	1
Os03g0376600	-14
Os03g0376701	-14
Os03g0376750	1
Os03g0376800	-4
Os03g0376900	2
Os03g0377100	-36
Os03g0377201	-6
Os03g0377300	9
Os03g0377500	2
Os03g0377600	-16
Os03g0377700	6
Os03g0378000	2
Os03g0378200	-1
Os03g0378275	1
Os03g0378832	-7
Os03g0379100	-1
Os03g0379200	-1
Os03g0379300	-112
Os03g0379400	3
Os03g0379500	3
Os03g0379650	1
Os03g0379700	5
Os03g0379801	3
Os03g0380700	22
Os03g0381000	4
Os03g0381100	7
Os03g0381200	1
Os03g0381300	55
Os03g0381500	-6
Os03g0382100	-26
Os03g0382350	5
Os03g0383100	2
Os03g0383600	-9
Os03g0383800	7
Os03g0383900	-20
Os03g0385100	-5
Os03g0385301	-1
Os03g0385400	-9
Os03g0385900	3
Os03g0386000	7
Os03g0386500	4
Os03g0386600	9
Os03g0386700	1
Os03g0386800	-4
Os03g0387000	8
Os03g0387100	0
Os03g0387300	-15
Os03g0387500	6
Os03g0387800	4
Os03g0387850	11
Os03g0387900	8
Os03g0388000	2
Os03g0388100	-28
Os03g0388300	-2
Os03g0388366	0
Os03g0388432	-6
Os03g0388500	9
Os03g0388600	-2
Os03g0388650	0
Os03g0388800	8
Os03g0388900	-21
Os03g0389000	-27
Os03g0389100	-11
Os03g0389175	3
Os03g0389400	-24
Os03g0389501	-27
Os03g0389601	-11
Os03g0389700	-7
Os03g0389900	6
Os03g0390000	-1
Os03g0390200	-4
Os03g0390400	-1
Os03g0390600	1
Os03g0390633	7
Os03g0390666	1
Os03g0390700	-5
Os03g0390900	-2
Os03g0391000	2
Os03g0391100	-6
Os03g0391300	-2
Os03g0391400	-8
Os03g0391700	-13
Os03g0391850	3
Os03g0392000	5
Os03g0392050	-4
Os03g0392250	4
Os03g0392300	11
Os03g0392400	-2
Os03g0392600	-31
Os03g0392833	-5
Os03g0393100	3
Os03g0393300	2
Os03g0393350	0
Os03g0393375	2
Os03g0393700	-6
Os03g0393801	0
Os03g0393900	5
Os03g0394001	3
Os03g0394900	2
Os03g0395000	4
Os03g0395100	5
Os03g0395150	0
Os03g0395200	9
Os03g0395300	2
Os03g0395600	7
Os03g0395700	-7
Os03g0395801	-5
Os03g0395900	14
Os03g0396000	11
Os03g0396100	-3
Os03g0396200	4
Os03g0396300	3
Os03g0396500	5
Os03g0396900	-3
Os03g0397300	6
Os03g0397350	0
Os03g0397400	4
Os03g0397500	2
Os03g0397550	3
Os03g0397600	7
Os03g0397700	13
Os03g0397900	-9
Os03g0398250	-16
Os03g0398366	0
Os03g0398600	2
Os03g0398900	8
Os03g0399000	5
Os03g0399400	-13
Os03g0399466	-16
Os03g0399532	4
Os03g0399600	5
Os03g0399800	12
Os03g0399900	12
Os03g0399950	-30
Os03g0400000	0
Os03g0400200	-56
Os03g0400600	7
Os03g0400700	-15
Os03g0400800	-19
Os03g0400901	24
Os03g0401100	-6
Os03g0401200	12
Os03g0401300	-43
Os03g0401333	-27
Os03g0401366	-19
Os03g0401951	16
Os03g0402000	-7
Os03g0402200	-2
Os03g0402400	-2
Os03g0402800	4
Os03g0403100	9
Os03g0403251	-1
Os03g0403400	3
Os03g0403501	1
Os03g0403600	1
Os03g0404500	7
Os03g0404650	6
Os03g0404800	-82
Os03g0405000	-1
Os03g0405100	-3
Os03g0405200	-2
Os03g0405400	5
Os03g0405500	-10
Os03g0405525	1
Os03g0405550	-3
Os03g0405900	11
Os03g0406001	19
Os03g0406100	-3
Os03g0406200	1
Os03g0406250	3
Os03g0406900	-23
Os03g0407000	4
Os03g0407050	-4
Os03g0407100	-6
Os03g0407400	-4
Os03g0407900	10
Os03g0408101	1
Os03g0408300	1
Os03g0408401	-2
Os03g0408500	-2
Os03g0408600	-12
Os03g0409100	-5
Os03g0409400	-1
Os03g0409500	-3
Os03g0409600	-3
Os03g0410000	1
Os03g0410100	12
Os03g0410300	-3
Os03g0410700	0
Os03g0410900	-4
Os03g0411000	2
Os03g0411100	-4
Os03g0411300	-18
Os03g0411500	-7
Os03g0411600	0
Os03g0411800	-11
Os03g0411900	-4
Os03g0412200	3
Os03g0412300	4
Os03g0412400	-4
Os03g0412800	2
Os03g0412850	0
Os03g0412900	13
Os03g0413000	-1
Os03g0413100	-3
Os03g0413250	-5
Os03g0413400	5
Os03g0414100	-2
Os03g0414200	0
Os03g0414400	-7
Os03g0414900	-26
Os03g0415200	-9
Os03g0415351	-17
Os03g0415500	17
Os03g0415600	3
Os03g0415700	0
Os03g0415750	-6
Os03g0416200	-12
Os03g0416250	-7
Os03g0416300	-11
Os03g0416350	1
Os03g0416400	-5
Os03g0416500	62
Os03g0417700	85
Os03g0417750	-5
Os03g0417800	-2
Os03g0417833	-21
Os03g0417900	11
Os03g0418000	-55
Os03g0418600	3
Os03g0418700	5
Os03g0418733	-4
Os03g0418766	4
Os03g0418800	12
Os03g0419100	1
Os03g0419200	-3
Os03g0419700	4
Os03g0421000	-9
Os03g0421100	5
Os03g0421250	9
Os03g0421300	0
Os03g0421400	7
Os03g0421700	0
Os03g0421800	-13
Os03g0422200	-6
Os03g0422300	-10
Os03g0422600	0
Os03g0422702	0
Os03g0422800	15
Os03g0422900	1
Os03g0423000	1
Os03g0423200	4
Os03g0423300	29
Os03g0423800	3
Os03g0423850	9
Os03g0424000	8
Os03g0424200	8
Os03g0424300	-7
Os03g0424500	2
Os03g0424600	7
Os03g0424800	-3
Os03g0425000	0
Os03g0425100	-6
Os03g0425200	-2
Os03g0425300	-14
Os03g0425450	0
Os03g0425600	8
Os03g0425800	4
Os03g0425900	5
Os03g0426300	6
Os03g0426350	5
Os03g0426800	-8
Os03g0426900	86
Os03g0427000	-6
Os03g0427100	-6
Os03g0427300	9
Os03g0427900	6
Os03g0428000	-14
Os03g0428200	-2
Os03g0428700	-3
Os03g0428800	-1
Os03g0429000	6
Os03g0429800	22
Os03g0429900	2
Os03g0430000	6
Os03g0430400	3
Os03g0430500	-2
Os03g0430575	-1
Os03g0431100	-15
Os03g0431200	-15
Os03g0431500	-2
Os03g0431550	5
Os03g0431600	-160
Os03g0431800	-101
Os03g0432000	-27
Os03g0432100	36
Os03g0432200	8
Os03g0432277	-5
Os03g0432666	14
Os03g0432900	0
Os03g0433200	-4
Os03g0433733	11
Os03g0434400	3
Os03g0434800	-24
Os03g0435200	2
Os03g0435300	-11
Os03g0435900	0
Os03g0436100	7
Os03g0436300	14
Os03g0436500	0
Os03g0436600	-1
Os03g0437200	-12
Os03g0437500	-14
Os03g0437600	-4
Os03g0438000	5
Os03g0438100	-4
Os03g0438200	16
Os03g0438400	6
Os03g0438900	8
Os03g0439000	3
Os03g0439250	0
Os03g0439500	-7
Os03g0439650	-2
Os03g0439700	-80
Os03g0439800	-62
Os03g0439900	-31
Os03g0440200	11
Os03g0440900	-3
Os03g0441000	8
Os03g0441050	0
Os03g0441101	-10
Os03g0441400	-4
Os03g0441500	-1
Os03g0441601	2
Os03g0441700	5
Os03g0442800	2
Os03g0442900	-11
Os03g0444900	8
Os03g0445700	11
Os03g0446200	6
Os03g0448200	1
Os03g0448500	-3
Os03g0448600	-2
Os03g0448700	-6
Os03g0448950	1
Os03g0449200	-4
Os03g0452300	-3
Os03g0452801	-15
Os03g0453301	16
Os03g0453800	9
Os03g0454100	-3
Os03g0454300	4
Os03g0554900	4
Os03g0554950	10
Os03g0556200	9
Os03g0556500	-3
Os03g0556600	-3
Os03g0557900	24
Os03g0558400	5
Os03g0558600	10
Os03g0558700	5
Os03g0559700	4
Os03g0559900	1
Os03g0560050	-7
Os03g0560200	0
Os03g0561283	30
Os03g0561400	73
Os03g0562000	7
Os03g0562200	-1
Os03g0562400	11
Os03g0563100	-48
Os03g0563200	-2
Os03g0563300	-7
Os03g0563400	2
Os03g0563600	-11
Os03g0564200	6
Os03g0564600	-11
Os03g0564800	1
Os03g0565100	4
Os03g0565200	4
Os03g0565300	9
Os03g0565500	9
Os03g0565600	4
Os03g0565825	9
Os03g0565900	12
Os03g0566500	4
Os03g0566600	3
Os03g0566700	3
Os03g0566800	5
Os03g0567100	3
Os03g0567600	-2
Os03g0568000	14
Os03g0568400	15
Os03g0568500	8
Os03g0568550	8
Os03g0568600	5
Os03g0568800	4
Os03g0568850	2
Os03g0568900	5
Os03g0569000	4
Os03g0569800	10
Os03g0569850	-4
Os03g0569900	5
Os03g0570000	0
Os03g0570100	-8
Os03g0570200	0
Os03g0570300	5
Os03g0570775	1
Os03g0570800	-27
Os03g0571700	-16
Os03g0571800	-5
Os03g0571900	-15
Os03g0572050	-11
Os03g0572083	0
Os03g0572250	-2
Os03g0572300	3
Os03g0572900	-1
Os03g0572925	-11
Os03g0573001	4
Os03g0573117	7
Os03g0573500	0
Os03g0573600	3
Os03g0573750	-20
Os03g0574300	10
Os03g0574600	-25
Os03g0574900	-8
Os03g0575200	-5
Os03g0575500	-12
Os03g0575700	2
Os03g0575950	-11
Os03g0576200	1
Os03g0576400	5
Os03g0576500	18
Os03g0576600	-15
Os03g0576700	-1
Os03g0576801	-21
Os03g0576900	-2
Os03g0577000	-1
Os03g0577100	-3
Os03g0577150	-6
Os03g0577200	-5
Os03g0577300	-10
Os03g0577350	9
Os03g0577500	-1
Os03g0577800	2
Os03g0578200	-2
Os03g0578300	9
Os03g0578500	-13
Os03g0578900	-3
Os03g0579000	-3
Os03g0579200	-1
Os03g0579300	-2
Os03g0579550	-16
Os03g0579800	-10
Os03g0579900	-19
Os03g0580200	10
Os03g0580800	3
Os03g0581100	7
Os03g0581200	4
Os03g0581400	-8
Os03g0581600	4
Os03g0581650	31
Os03g0581701	33
Os03g0581800	2
Os03g0582000	-16
Os03g0582100	2
Os03g0582200	0
Os03g0582300	-19
Os03g0582400	13
Os03g0582550	8
Os03g0582800	-1
Os03g0582900	-10
Os03g0583000	0
Os03g0583700	5
Os03g0583800	-3
Os03g0583900	19
Os03g0584050	7
Os03g0584100	-32
Os03g0584224	0
Os03g0584300	-5
Os03g0584400	-4
Os03g0584500	0
Os03g0585600	19
Os03g0585900	3
Os03g0586099	0
Os03g0586300	7
Os03g0586400	26
Os03g0586500	16
Os03g0586600	29
Os03g0586700	14
Os03g0586800	3
Os03g0586900	9
Os03g0587000	-1
Os03g0587100	-9
Os03g0587200	-3
Os03g0587225	3
Os03g0587250	2
Os03g0587600	2
Os03g0588100	2
Os03g0588200	9
Os03g0588400	4
Os03g0588600	5
Os03g0588800	-3
Os03g0589100	-10
Os03g0589300	17
Os03g0589400	2
Os03g0589500	5
Os03g0590700	3
Os03g0591000	9
Os03g0591300	-7
Os03g0591600	0
Os03g0591700	10
Os03g0591801	0
Os03g0592100	6
Os03g0592500	-7
Os03g0592633	0
Os03g0592766	0
Os03g0592950	-4
Os03g0593050	-2
Os03g0593100	-5
Os03g0593200	5
Os03g0593600	-9
Os03g0593650	-7
Os03g0593700	1
Os03g0594100	-1
Os03g0594250	1
Os03g0594400	-5
Os03g0594500	10
Os03g0594600	26
Os03g0594700	3
Os03g0594900	-5
Os03g0595050	-10
Os03g0595200	-3
Os03g0595300	-5
Os03g0595600	4
Os03g0595800	-7
Os03g0596101	-2
Os03g0596200	-2
Os03g0596400	6
Os03g0596600	-9
Os03g0596700	6
Os03g0596800	-9
Os03g0596900	12
Os03g0597200	5
Os03g0597400	-9
Os03g0597450	16
Os03g0597600	-19
Os03g0597800	-8
Os03g0598002	-5
Os03g0598100	1
Os03g0598150	-7
Os03g0598200	8
Os03g0598600	2
Os03g0598700	1
Os03g0598800	5
Os03g0598900	5
Os03g0599000	2
Os03g0599400	-5
Os03g0599500	-2
Os03g0599600	39
Os03g0599800	-2
Os03g0600400	-2
Os03g0600600	0
Os03g0600800	5
Os03g0601000	9
Os03g0601100	2
Os03g0601500	3
Os03g0602300	-6
Os03g0602400	-3
Os03g0602500	9
Os03g0602600	9
Os03g0603100	-21
Os03g0603200	-2
Os03g0603300	3
Os03g0603500	10
Os03g0603600	-7
Os03g0603800	4
Os03g0604200	5
Os03g0604401	11
Os03g0604432	-1
Os03g0604500	0
Os03g0604566	-11
Os03g0604600	8
Os03g0604700	12
Os03g0604950	0
Os03g0605300	-8
Os03g0605400	-3
Os03g0606100	0
Os03g0606200	1
Os03g0606333	7
Os03g0606466	2
Os03g0606600	4
Os03g0607100	18
Os03g0607200	61
Os03g0607400	6
Os03g0607500	-4
Os03g0607600	-6
Os03g0607700	6
Os03g0607800	4
Os03g0608000	-4
Os03g0608200	0
Os03g0608600	-3
Os03g0608700	-21
Os03g0608800	1
Os03g0609000	11
Os03g0609200	3
Os03g0609400	4
Os03g0609500	-5
Os03g0609800	4
Os03g0610400	-12
Os03g0610650	2
Os03g0610700	4
Os03g0610800	-6
Os03g0610900	5
Os03g0611100	-6
Os03g0611200	1
Os03g0611700	3
Os03g0612201	7
Os03g0612400	4
Os03g0612450	2
Os03g0612600	-1
Os03g0613100	5
Os03g0614901	-4
Os03g0615300	1
Os03g0615700	-1
Os03g0616300	7
Os03g0616400	-1
Os03g0616450	7
Os03g0616500	3
Os03g0616700	6
Os03g0617101	-2
Os03g0617500	-44
Os03g0617900	4
Os03g0618300	-6
Os03g0618366	-18
Os03g0618800	-10
Os03g0618900	-7
Os03g0619151	3
Os03g0619400	2
Os03g0619501	9
Os03g0619600	2
Os03g0619700	9
Os03g0619800	-4
Os03g0619850	6
Os03g0619875	-9
Os03g0620400	-7
Os03g0620500	2
Os03g0620800	0
Os03g0621201	1
Os03g0621400	7
Os03g0621600	-1
Os03g0621650	1
Os03g0621700	8
Os03g0621900	0
Os03g0622100	-3
Os03g0622200	0
Os03g0622300	-6
Os03g0622500	16
Os03g0622600	3
Os03g0622700	-5
Os03g0623100	73
Os03g0624000	-4
Os03g0624300	-16
Os03g0624600	-36
Os03g0624700	-6
Os03g0624800	-2
Os03g0624900	0
Os03g0625201	-4
Os03g0625300	2
Os03g0625700	11
Os03g0625800	-3
Os03g0625900	12
Os03g0625933	-8
Os03g0625966	-2
Os03g0626000	-1
Os03g0626100	7
Os03g0626200	-4
Os03g0626400	12
Os03g0626500	33
Os03g0626600	14
Os03g0626650	-1
Os03g0626700	3
Os03g0626750	-8
Os03g0626800	-3
Os03g0626900	-2
Os03g0627100	0
Os03g0627300	6
Os03g0627500	3
Os03g0627900	41
Os03g0628800	-45
Os03g0628900	-1
Os03g0629450	1
Os03g0629800	6
Os03g0629900	1
Os03g0632200	0
Os03g0632666	3
Os03g0632800	6
Os03g0632950	0
Os03g0633100	-2
Os03g0633400	2
Os03g0633500	-30
Os03g0633800	-11
Os03g0633900	2
Os03g0634000	5
Os03g0634400	-43
Os03g0635000	5
Os03g0635100	1
Os03g0635800	-5
Os03g0636300	23
Os03g0636600	3
Os03g0636700	-13
Os03g0636800	9
Os03g0637600	-23
Os03g0637800	-2
Os03g0637900	-3
Os03g0638000	10
Os03g0638200	11
Os03g0638250	2
Os03g0638300	-2
Os03g0638400	50
Os03g0638800	7
Os03g0638900	-4
Os03g0639100	0
Os03g0639200	4
Os03g0639233	-8
Os03g0639300	1
Os03g0639350	-11
Os03g0639400	9
Os03g0639600	-3
Os03g0639700	5
Os03g0639800	16
Os03g0640000	7
Os03g0640100	-4
Os03g0640300	-1
Os03g0640400	6
Os03g0640800	0
Os03g0640825	-2
Os03g0641200	-34
Os03g0641250	-11
Os03g0641300	1
Os03g0641500	3
Os03g0641700	-6
Os03g0642300	-8
Os03g0642450	3
Os03g0642600	1
Os03g0642900	-5
Os03g0643000	-5
Os03g0643050	-1
Os03g0643100	-2
Os03g0643250	21
Os03g0643300	15
Os03g0643433	14
Os03g0643522	-2
Os03g0643611	26
Os03g0643700	-9
Os03g0643800	-2
Os03g0643900	-11
Os03g0644000	5
Os03g0644200	6
Os03g0644400	-5
Os03g0644600	9
Os03g0644700	-2
Os03g0644850	0
Os03g0645000	28
Os03g0645100	-4
Os03g0645200	14
Os03g0645250	6
Os03g0645900	22
Os03g0645966	-1
Os03g0646032	-3
Os03g0646100	-5
Os03g0646200	-5
Os03g0646300	2
Os03g0646350	2
Os03g0646400	16
Os03g0646800	3
Os03g0646850	1
Os03g0646900	5
Os03g0647400	3
Os03g0647500	13
Os03g0647550	4
Os03g0647575	0
Os03g0647600	-4
Os03g0647800	-16
Os03g0647950	-6
Os03g0648100	4
Os03g0648250	7
Os03g0648300	5
Os03g0648400	-3
Os03g0648450	5
Os03g0648500	12
Os03g0648600	15
Os03g0648800	13
Os03g0648900	-1
Os03g0649000	0
Os03g0649050	-2
Os03g0649275	0
Os03g0649450	0
Os03g0650000	-9
Os03g0650200	8
Os03g0650300	4
Os03g0650350	-1
Os03g0650400	6
Os03g0650700	20
Os03g0650800	-1
Os03g0650850	-7
Os03g0650900	9
Os03g0651000	2
Os03g0651100	10
Os03g0651201	0
Os03g0651300	2
Os03g0651700	-12
Os03g0651800	-68
Os03g0651900	-1
Os03g0651950	-6
Os03g0652000	-15
Os03g0652050	7
Os03g0652100	11
Os03g0652400	0
Os03g0652600	-2
Os03g0653100	2
Os03g0653601	5
Os03g0653900	21
Os03g0654400	8
Os03g0654500	8
Os03g0654600	0
Os03g0654700	-7
Os03g0654800	-4
Os03g0654900	2
Os03g0655000	1
Os03g0655100	9
Os03g0655200	4
Os03g0655300	16
Os03g0655400	1
Os03g0655500	3
Os03g0655600	10
Os03g0655700	-3
Os03g0655850	1
Os03g0656000	-4
Os03g0656051	1
Os03g0656075	-2
Os03g0656100	6
Os03g0656201	3
Os03g0656500	-2
Os03g0656800	11
Os03g0656850	4
Os03g0656900	-10
Os03g0657000	8
Os03g0657100	-1
Os03g0657400	-17
Os03g0658000	-6
Os03g0658800	-33
Os03g0659200	-8
Os03g0659233	15
Os03g0659266	10
Os03g0659300	3
Os03g0659350	25
Os03g0659400	2
Os03g0659450	9
Os03g0659700	14
Os03g0659800	-14
Os03g0659900	7
Os03g0660000	-4
Os03g0660050	-11
Os03g0660300	2
Os03g0660400	3
Os03g0660500	3
Os03g0660700	-6
Os03g0661250	-3
Os03g0661300	0
Os03g0661500	5
Os03g0661600	-30
Os03g0661700	0
Os03g0661800	9
Os03g0661900	0
Os03g0662000	2
Os03g0663100	14
Os03g0663400	31
Os03g0663500	-29
Os03g0663600	-17
Os03g0663700	-19
Os03g0663750	0
Os03g0663800	-3
Os03g0663900	37
Os03g0664300	0
Os03g0664400	-35
Os03g0664600	-38
Os03g0664650	-10
Os03g0664700	4
Os03g0664800	1
Os03g0664901	0
Os03g0665000	-13
Os03g0665200	-14
Os03g0665700	15
Os03g0665751	1
Os03g0665800	13
Os03g0665950	5
Os03g0666100	1
Os03g0666200	0
Os03g0666300	-2
Os03g0666500	8
Os03g0666550	5
Os03g0666600	3
Os03g0666700	-4
Os03g0666800	-2
Os03g0666850	-2
Os03g0667100	1
Os03g0667150	2
Os03g0667201	-15
Os03g0667300	-76
Os03g0667400	-1
Os03g0667500	-43
Os03g0667700	-4
Os03g0667800	12
Os03g0668000	7
Os03g0668033	-4
Os03g0668100	2
Os03g0668400	9
Os03g0668500	-2
Os03g0668900	14
Os03g0669000	4
Os03g0669100	-18
Os03g0669200	-3
Os03g0669300	-9
Os03g0669450	-11
Os03g0669600	-1
Os03g0669700	1
Os03g0669800	6
Os03g0669900	4
Os03g0670000	-9
Os03g0670100	2
Os03g0670200	2
Os03g0670366	-2
Os03g0670700	3
Os03g0670800	7
Os03g0671000	5
Os03g0671800	-3
Os03g0672300	4
Os03g0672400	-10
Os03g0672500	-10
Os03g0672700	7
Os03g0672900	-6
Os03g0672950	-7
Os03g0673000	-13
Os03g0673400	0
Os03g0673500	2
Os03g0673600	7
Os03g0673700	-9
Os03g0673800	2
Os03g0673900	1
Os03g0674300	8
Os03g0674600	2
Os03g0674700	-8
Os03g0674900	30
Os03g0675000	4
Os03g0675300	-6
Os03g0675500	-31
Os03g0675600	5
Os03g0675700	-4
Os03g0676100	14
Os03g0676300	5
Os03g0676400	8
Os03g0676866	-1
Os03g0677101	-1
Os03g0677475	0
Os03g0678100	4
Os03g0678400	6
Os03g0678800	-8
Os03g0678950	7
Os03g0679000	0
Os03g0679100	7
Os03g0679300	4
Os03g0679700	3
Os03g0679800	-2
Os03g0680100	3
Os03g0680200	2
Os03g0680300	1
Os03g0680400	8
Os03g0680500	0
Os03g0680566	0
Os03g0680600	6
Os03g0680700	15
Os03g0680800	7
Os03g0681000	0
Os03g0681201	6
Os03g0681300	12
Os03g0681400	-1
Os03g0681700	-1
Os03g0681750	10
Os03g0681800	1
Os03g0681900	3
Os03g0682100	-19
Os03g0682200	10
Os03g0682600	-11
Os03g0682666	-7
Os03g0682822	-1
Os03g0683200	-3
Os03g0683300	0
Os03g0683500	-3
Os03g0683700	7
Os03g0683800	-12
Os03g0683816	0
Os03g0683833	0
Os03g0683866	9
Os03g0683900	10
Os03g0684000	4
Os03g0684100	9
Os03g0684300	17
Os03g0684400	8
Os03g0684500	-4
Os03g0684700	-8
Os03g0684800	-5
Os03g0685000	-1
Os03g0685100	8
Os03g0685200	0
Os03g0685300	1
Os03g0685500	15
Os03g0685600	-2
Os03g0685700	6
Os03g0685750	10
Os03g0685800	7
Os03g0685900	-3
Os03g0686050	-1
Os03g0686100	3
Os03g0686201	-3
Os03g0686300	8
Os03g0686500	9
Os03g0686700	10
Os03g0686800	2
Os03g0686900	-1
Os03g0687000	-19
Os03g0687100	-16
Os03g0687200	-2
Os03g0687400	7
Os03g0687700	2
Os03g0687800	6
Os03g0687900	22
Os03g0688000	-11
Os03g0688200	17
Os03g0688250	33
Os03g0688300	2
Os03g0688450	-1
Os03g0688600	5
Os03g0689100	8
Os03g0689300	24
Os03g0689350	12
Os03g0689400	2
Os03g0689544	-4
Os03g0689688	1
Os03g0689833	1
Os03g0689866	15
Os03g0689900	8
Os03g0690000	-1
Os03g0690500	6
Os03g0690600	10
Os03g0690700	4
Os03g0691050	0
Os03g0691400	-5
Os03g0691500	5
Os03g0691800	-5
Os03g0691900	-8
Os03g0692000	-8
Os03g0692100	-8
Os03g0692300	9
Os03g0692350	1
Os03g0692400	-18
Os03g0692700	-15
Os03g0693000	10
Os03g0693400	12
Os03g0693600	-2
Os03g0693650	2
Os03g0693700	27
Os03g0693800	4
Os03g0693900	-3
Os03g0694000	-36
Os03g0694500	-7
Os03g0694600	7
Os03g0694700	-2
Os03g0694800	3
Os03g0694900	5
Os03g0695400	7
Os03g0695425	1
Os03g0695500	5
Os03g0695600	-4
Os03g0695700	0
Os03g0696000	2
Os03g0696150	-29
Os03g0696300	3
Os03g0696850	-3
Os03g0697200	-4
Os03g0697466	-1
Os03g0697833	7
Os03g0698066	-1
Os03g0698350	14
Os03g0698400	12
Os03g0698500	-2
Os03g0698800	-2
Os03g0698900	5
Os03g0699000	-3
Os03g0699100	0
Os03g0699200	10
Os03g0699300	1
Os03g0699400	6
Os03g0699600	-3
Os03g0699700	-2
Os03g0699750	-3
Os03g0699800	8
Os03g0699950	6
Os03g0700100	3
Os03g0700200	12
Os03g0700400	-6
Os03g0700450	-8
Os03g0700500	0
Os03g0700600	0
Os03g0700700	28
Os03g0700750	17
Os03g0700800	17
Os03g0701000	5
Os03g0701100	103
Os03g0701200	11
Os03g0701300	5
Os03g0701400	12
Os03g0701500	-2
Os03g0701550	14
Os03g0701600	-1
Os03g0701700	4
Os03g0701750	-6
Os03g0701800	5
Os03g0701900	5
Os03g0702000	-16
Os03g0702100	-6
Os03g0702400	1
Os03g0702500	-6
Os03g0702600	-21
Os03g0702700	1
Os03g0702800	-3
Os03g0702900	-26
Os03g0703000	4
Os03g0703100	3
Os03g0703200	4
Os03g0703300	-9
Os03g0703400	0
Os03g0703600	-6
Os03g0703900	3
Os03g0704000	0
Os03g0704100	0
Os03g0704200	23
Os03g0704400	5
Os03g0704700	10
Os03g0704901	4
Os03g0705101	1
Os03g0705300	7
Os03g0705433	-9
Os03g0705550	1
Os03g0705800	-16
Os03g0706500	3
Os03g0706650	0
Os03g0706900	4
Os03g0707200	-3
Os03g0707250	2
Os03g0707300	11
Os03g0707600	-4
Os03g0707900	9
Os03g0708000	-13
Os03g0708100	-4
Os03g0708200	-4
Os03g0708250	-13
Os03g0708400	-10
Os03g0708500	-12
Os03g0708600	2
Os03g0708700	-6
Os03g0708750	3
Os03g0708800	-1
Os03g0708900	-9
Os03g0709000	-2
Os03g0709100	-6
Os03g0709200	9
Os03g0709300	15
Os03g0709533	1
Os03g0710000	7
Os03g0710100	8
Os03g0710500	74
Os03g0710550	11
Os03g0710600	-7
Os03g0710700	19
Os03g0710800	-1
Os03g0710850	-6
Os03g0710900	6
Os03g0711100	-4
Os03g0711150	-4
Os03g0711200	9
Os03g0711250	7
Os03g0711300	8
Os03g0711400	2
Os03g0711425	4
Os03g0711500	5
Os03g0711525	2
Os03g0711600	3
Os03g0711650	0
Os03g0711700	4
Os03g0711800	11
Os03g0712000	-1
Os03g0712100	-6
Os03g0712200	11
Os03g0712300	0
Os03g0712400	6
Os03g0712500	3
Os03g0712600	8
Os03g0712700	2
Os03g0712733	9
Os03g0712800	30
Os03g0712900	13
Os03g0713000	9
Os03g0713100	0
Os03g0713150	3
Os03g0713200	-1
Os03g0713400	0
Os03g0713500	-7
Os03g0713550	-3
Os03g0713600	2
Os03g0714100	-3
Os03g0714400	1
Os03g0715332	13
Os03g0715400	11
Os03g0715500	11
Os03g0715600	3
Os03g0715900	-3
Os03g0716200	9
Os03g0716900	20
Os03g0717000	5
Os03g0717200	-12
Os03g0717600	9
Os03g0717700	2
Os03g0717900	25
Os03g0717950	18
Os03g0718000	-1
Os03g0718100	-3
