GENEID	HN-score(HN5)
Os06g0313440	-15
Os06g0314000	10
Os06g0314100	0
Os06g0314300	-1
Os06g0314400	0
Os06g0314425	-4
Os06g0314501	-15
Os06g0314600	-7
Os06g0315000	-10
Os06g0315300	-4
Os06g0315450	1
Os06g0315601	-5
Os06g0315900	1
Os06g0316000	-50
Os06g0316100	2
Os06g0316300	0
Os06g0316800	21
Os06g0316950	7
Os06g0317100	54
Os06g0317200	9
Os06g0317400	-25
Os06g0317600	-4
Os06g0318200	35
Os06g0318300	9
Os06g0318400	1
Os06g0318500	-10
Os06g0318533	5
Os06g0318566	-29
Os06g0318600	-13
Os06g0318650	0
Os06g0318700	7
Os06g0318800	4
Os06g0318900	10
Os06g0319133	1
Os06g0319366	3
Os06g0319540	2
Os06g0319600	8
Os06g0319700	5
Os06g0319800	0
Os06g0319850	-7
Os06g0320000	5
Os06g0320100	5
Os06g0320200	-24
Os06g0320300	-2
Os06g0320500	-8
Os06g0320700	2
Os06g0320801	3
Os06g0320850	9
Os06g0320900	3
Os06g0321700	-6
Os06g0322400	2
Os06g0323100	-2
Os06g0323550	-1
Os06g0324000	2
Os06g0324150	2
Os06g0324300	-8
Os06g0324400	14
Os06g0324601	0
Os06g0324800	2
Os06g0325200	4
Os06g0325350	4
Os06g0325500	5
Os06g0325602	21
Os06g0325700	14
Os06g0325900	0
Os06g0325950	0
Os06g0326000	30
Os06g0326400	1
Os06g0326500	-5
Os06g0326700	-5
Os06g0326900	-10
Os06g0327300	-8
Os06g0327400	-22
Os06g0328200	-1
Os06g0328400	-5
Os06g0328650	2
Os06g0328800	-6
Os06g0328850	-2
Os06g0328900	0
Os06g0328966	-13
Os06g0329200	5
Os06g0329300	-26
Os06g0329350	-2
Os06g0329900	-33
Os06g0330100	-1
Os06g0330250	0
Os06g0330400	5
Os06g0331300	5
Os06g0331500	11
Os06g0331900	-1
Os06g0332400	4
Os06g0332450	-1
Os06g0332500	-3
Os06g0332600	-23
Os06g0332700	10
Os06g0332800	-11
Os06g0332900	2
Os06g0333600	4
Os06g0334100	8
Os06g0334300	-10
Os06g0334400	-3
Os06g0334600	1
Os06g0335101	1
Os06g0335500	-19
Os06g0335900	5
Os06g0335950	17
Os06g0335975	-14
Os06g0336001	-1
Os06g0336150	26
Os06g0336200	-5
Os06g0336350	38
Os06g0336500	8
Os06g0337100	-6
Os06g0337200	9
Os06g0338200	-1
Os06g0338700	-24
Os06g0338801	-12
Os06g0338900	6
Os06g0339500	-8
Os06g0339800	24
Os06g0340001	-10
Os06g0340200	-3
Os06g0340301	-5
Os06g0340600	-2
Os06g0341300	10
Os06g0341400	4
Os06g0341500	-6
Os06g0341600	8
Os06g0341801	2
Os06g0342000	1
Os06g0342100	1
Os06g0342200	5
Os06g0342500	4
Os06g0342750	2
Os06g0343000	10
Os06g0343100	4
Os06g0343200	2
Os06g0343500	-2
Os06g0343600	2
Os06g0343900	7
Os06g0344201	-8
Os06g0344900	5
Os06g0345200	9
Os06g0345732	0
Os06g0346100	2
Os06g0346201	-2
Os06g0346300	-6
Os06g0346400	0
Os06g0346600	2
Os06g0346900	-1
Os06g0347100	4
Os06g0347300	6
Os06g0347700	-1
Os06g0347966	0
Os06g0348800	1
Os06g0349700	-6
Os06g0349750	-3
Os06g0349800	3
Os06g0350200	8
Os06g0350600	0
Os06g0350700	2
Os06g0351500	2
Os06g0352200	18
Os06g0352900	4
Os06g0353400	0
Os06g0354500	1
Os06g0354600	-25
Os06g0354700	-2
Os06g0355150	4
Os06g0355300	4
Os06g0355500	8
Os06g0355701	-2
Os06g0355800	1
Os06g0356800	67
Os06g0357000	0
Os06g0358800	5
Os06g0359400	-1
Os06g0360300	0
Os06g0360500	4
Os06g0360600	9
Os06g0361500	1
Os06g0361750	3
Os06g0362100	4
Os06g0363000	1
Os06g0364500	-30
Os06g0364850	-1
Os06g0365200	4
Os06g0365450	7
Os06g0365700	4
Os06g0367100	-20
Os06g0367500	-2
Os06g0367900	13
Os06g0418151	-1
Os06g0468400	-6
Os06g0469800	13
Os06g0470000	-11
Os06g0470075	-12
Os06g0470350	-30
Os06g0470500	23
Os06g0470800	2
Os06g0471100	6
Os06g0472000	-9
Os06g0472200	4
Os06g0472300	2
Os06g0472350	2
Os06g0472400	5
Os06g0472600	-4
Os06g0472700	3
Os06g0472900	4
Os06g0472950	3
Os06g0473000	-54
Os06g0473100	0
Os06g0473200	6
Os06g0473700	10
Os06g0473800	17
Os06g0474000	-1
Os06g0474200	6
Os06g0474300	-3
Os06g0474500	-15
Os06g0474600	5
Os06g0474800	-30
Os06g0474833	-4
Os06g0474866	15
Os06g0474900	9
Os06g0475400	-36
Os06g0475500	1
Os06g0475650	-1
Os06g0475800	2
Os06g0476100	6
Os06g0476150	-8
Os06g0476200	-22
Os06g0476400	6
Os06g0476500	-1
Os06g0476900	5
Os06g0477400	3
Os06g0477600	-14
Os06g0478600	-16
Os06g0479200	-2
Os06g0479400	4
Os06g0479701	0
Os06g0480000	-2
Os06g0480500	-25
Os06g0481000	13
Os06g0481200	-16
Os06g0481400	-35
Os06g0481800	-3
Os06g0481850	-3
Os06g0481900	-8
Os06g0482200	5
Os06g0483100	31
Os06g0483150	16
Os06g0483200	5
Os06g0483301	11
Os06g0483500	8
Os06g0483701	6
Os06g0483900	15
Os06g0484400	0
Os06g0484450	6
Os06g0484500	-6
Os06g0484600	-3
Os06g0484800	0
Os06g0484950	5
Os06g0485100	-4
Os06g0486000	3
Os06g0486300	3
Os06g0486400	7
Os06g0486800	-9
Os06g0486900	-2
Os06g0487300	-5
Os06g0487380	3
Os06g0487620	-7
Os06g0487660	-2
Os06g0487700	-7
Os06g0487900	6
Os06g0488050	-6
Os06g0488125	0
Os06g0488200	3
Os06g0488600	5
Os06g0489200	15
Os06g0489500	12
Os06g0489900	1
Os06g0490000	-2
Os06g0490200	-2
Os06g0490400	-12
Os06g0490700	-1
Os06g0491300	0
Os06g0491566	55
Os06g0491800	-9
Os06g0491901	-4
Os06g0492000	-23
Os06g0492101	1
Os06g0492300	-12
Os06g0492700	-25
Os06g0492750	0
Os06g0492800	6
Os06g0492900	3
Os06g0493001	0
Os06g0493100	-31
Os06g0493600	-16
Os06g0493700	0
Os06g0493800	2
Os06g0493801	0
Os06g0493900	0
Os06g0494000	-1
Os06g0494100	0
Os06g0494250	2
Os06g0494400	-17
Os06g0494701	2
Os06g0495100	-24
Os06g0495500	-5
Os06g0495632	1
Os06g0495700	4
Os06g0495800	-14
Os06g0496000	6
Os06g0496400	-4
Os06g0496601	13
Os06g0496800	-3
Os06g0496875	4
Os06g0497200	6
Os06g0497275	0
Os06g0497350	15
Os06g0497500	14
Os06g0497600	-1
Os06g0498000	-6
Os06g0498150	2
Os06g0498400	9
Os06g0498450	12
Os06g0498500	9
Os06g0498800	28
Os06g0498900	3
Os06g0499000	6
Os06g0499100	-2
Os06g0499200	11
Os06g0499301	5
Os06g0499500	-9
Os06g0499550	-1
Os06g0499900	9
Os06g0500100	3
Os06g0500300	-12
Os06g0500700	-28
Os06g0501900	1
Os06g0502800	-3
Os06g0502900	-1
Os06g0503100	-16
Os06g0503250	-3
Os06g0503400	7
Os06g0503600	-1
Os06g0503800	-2
Os06g0503850	19
Os06g0503900	0
Os06g0504100	6
Os06g0504450	12
Os06g0504850	2
Os06g0504900	0
Os06g0505100	7
Os06g0505202	0
Os06g0505302	6
Os06g0505400	0
Os06g0505501	8
Os06g0505700	26
Os06g0505900	20
Os06g0506000	-1
Os06g0506100	9
Os06g0506150	1
Os06g0506200	-8
Os06g0506600	37
Os06g0506850	7
Os06g0507100	4
Os06g0507150	2
Os06g0507200	4
Os06g0507300	12
Os06g0507400	7
Os06g0507900	6
Os06g0508700	7
Os06g0508800	-1
Os06g0508950	11
Os06g0509100	7
Os06g0509600	0
Os06g0509900	2
Os06g0510200	6
Os06g0513050	11
Os06g0513781	15
Os06g0513943	0
Os06g0514100	-2
Os06g0514700	1
Os06g0514800	7
Os06g0515400	-10
Os06g0516301	-3
Os06g0516432	26
Os06g0516800	10
Os06g0517500	-3
Os06g0517700	12
Os06g0518100	-68
Os06g0518300	2
Os06g0519400	-1
Os06g0519700	6
Os06g0520300	0
Os06g0520600	-2
Os06g0520733	2
Os06g0521000	13
Os06g0521200	3
Os06g0521300	2
Os06g0521400	-1
Os06g0521500	1
Os06g0521900	-24
Os06g0522100	3
Os06g0522300	-15
Os06g0523100	6
Os06g0523300	22
Os06g0523400	-4
Os06g0523701	5
Os06g0523900	1
Os06g0524300	-2
Os06g0524400	-6
Os06g0524500	-2
Os06g0524700	-3
Os06g0524900	0
Os06g0525000	26
Os06g0525200	-1
Os06g0526100	-2
Os06g0526350	1
Os06g0526400	2
Os06g0526466	3
Os06g0526600	-4
Os06g0526650	-8
Os06g0526700	1
Os06g0526800	16
Os06g0527100	4
Os06g0527201	5
Os06g0527300	6
Os06g0527500	0
Os06g0527800	2
Os06g0528300	5
Os06g0528350	26
Os06g0528600	-10
Os06g0528700	-22
Os06g0529800	6
Os06g0529900	12
Os06g0530200	7
Os06g0530300	-2
Os06g0530400	-4
Os06g0530600	-22
Os06g0530700	9
Os06g0531000	4
Os06g0531200	5
Os06g0531400	3
Os06g0531500	1
Os06g0531600	-2
Os06g0531751	-13
Os06g0531900	-16
Os06g0532101	-20
Os06g0532301	8
Os06g0532500	-12
Os06g0533700	-3
Os06g0534200	-9
Os06g0534500	0
Os06g0534800	-2
Os06g0534900	7
Os06g0534950	16
Os06g0535100	10
Os06g0535200	-4
Os06g0535300	5
Os06g0535333	0
Os06g0535400	-13
Os06g0535900	2
Os06g0536100	-3
Os06g0536200	6
Os06g0536333	-6
Os06g0536600	-12
Os06g0536800	-13
Os06g0536850	-4
Os06g0537201	2
Os06g0537300	-7
Os06g0537500	0
Os06g0537600	-4
Os06g0537700	-11
Os06g0538000	2
Os06g0538100	2
Os06g0538200	8
Os06g0538400	-16
Os06g0538900	-10
Os06g0539066	-12
Os06g0539100	1
Os06g0539250	10
Os06g0539400	-21
Os06g0539500	-49
Os06g0539700	-10
Os06g0539801	-5
Os06g0539975	-2
Os06g0540050	-3
Os06g0540200	-7
Os06g0541132	-1
Os06g0541600	-5
Os06g0542000	1
Os06g0542100	3
Os06g0542150	0
Os06g0542200	0
Os06g0542300	-39
Os06g0542350	0
Os06g0542600	0
Os06g0542701	4
Os06g0543200	-2
Os06g0543400	2
Os06g0543500	0
Os06g0543601	10
Os06g0544100	6
Os06g0544650	0
Os06g0545200	0
Os06g0545400	4
Os06g0545601	4
Os06g0545800	5
Os06g0545825	4
Os06g0545900	-2
Os06g0546000	-3
Os06g0546400	6
Os06g0546500	-3
Os06g0547100	5
Os06g0547201	8
Os06g0547400	23
Os06g0547500	2
Os06g0547900	4
Os06g0547933	0
Os06g0548000	15
Os06g0548100	3
Os06g0548150	1
Os06g0548200	-11
Os06g0548350	-8
Os06g0548500	-6
Os06g0548800	5
Os06g0549050	3
Os06g0549300	-57
Os06g0549337	-6
Os06g0549525	-1
Os06g0549600	-1
Os06g0549633	8
Os06g0549666	0
Os06g0549700	9
Os06g0549900	-4
Os06g0549950	2
Os06g0550000	4
Os06g0550266	7
Os06g0550442	5
Os06g0550800	-3
Os06g0550901	-12
Os06g0551000	3
Os06g0551400	1
Os06g0551450	-2
Os06g0551500	-3
Os06g0551800	3
Os06g0552000	0
Os06g0552300	4
Os06g0552400	-2
Os06g0552700	-7
Os06g0552800	-1
Os06g0552900	-11
Os06g0553001	20
Os06g0553100	120
Os06g0553200	-24
Os06g0553550	-10
Os06g0553700	1
Os06g0553800	2
Os06g0554100	-13
Os06g0554200	-36
Os06g0554300	-11
Os06g0554600	-7
Os06g0554700	3
Os06g0554800	-6
Os06g0555101	-30
Os06g0555400	-3
Os06g0555500	2
Os06g0555900	-2
Os06g0556000	-4
Os06g0556101	-3
Os06g0556150	0
Os06g0556200	-4
Os06g0556300	7
Os06g0556450	4
Os06g0556451	0
Os06g0556600	3
Os06g0557100	-15
Os06g0557200	-9
Os06g0557400	-13
Os06g0557600	-3
Os06g0557700	-2
Os06g0558300	3
Os06g0558700	2
Os06g0558766	5
Os06g0558900	5
Os06g0559400	15
Os06g0559500	5
Os06g0559600	-13
Os06g0559900	-6
Os06g0560000	-57
Os06g0560300	1
Os06g0560400	6
Os06g0560700	-6
Os06g0561000	-12
Os06g0561050	-31
Os06g0561100	11
Os06g0561200	7
Os06g0561501	10
Os06g0561800	-2
Os06g0562200	-11
Os06g0562300	-17
Os06g0562600	7
Os06g0562700	8
Os06g0563000	3
Os06g0563125	1
Os06g0563250	-4
Os06g0563300	-5
Os06g0563900	12
Os06g0564100	-21
Os06g0564300	-4
Os06g0564400	-38
Os06g0564500	-7
Os06g0564700	14
Os06g0564800	4
Os06g0565000	12
Os06g0565100	-21
Os06g0565150	2
Os06g0565200	135
Os06g0565250	22
Os06g0565300	9
Os06g0565900	7
Os06g0566100	5
Os06g0566201	0
Os06g0566300	20
Os06g0566500	13
Os06g0566700	-14
Os06g0566850	12
Os06g0567000	2
Os06g0567200	-13
Os06g0567433	4
Os06g0567666	1
Os06g0567900	32
Os06g0567950	9
Os06g0568000	3
Os06g0568101	-7
Os06g0568200	12
Os06g0568400	0
Os06g0568600	-13
Os06g0569300	-6
Os06g0569500	-24
Os06g0569601	-2
Os06g0569900	-10
Os06g0570000	-7
Os06g0570100	-8
Os06g0570400	6
Os06g0570566	11
Os06g0570600	-6
Os06g0570650	-8
Os06g0570900	-5
Os06g0571100	5
Os06g0571300	0
Os06g0571400	3
Os06g0571800	6
Os06g0572000	-3
Os06g0572300	4
Os06g0572350	0
Os06g0572400	2
Os06g0573500	20
Os06g0573600	-3
Os06g0573800	5
Os06g0573900	-11
Os06g0574000	4
Os06g0574100	4
Os06g0574200	1
Os06g0574266	1
Os06g0574332	0
Os06g0574400	12
Os06g0574450	6
Os06g0574500	-1
Os06g0574550	0
Os06g0574601	3
Os06g0574700	-18
Os06g0574900	18
Os06g0574950	-25
Os06g0575000	4
Os06g0575100	0
Os06g0575400	-10
Os06g0575500	-1
Os06g0575900	0
Os06g0576200	7
Os06g0576600	5
Os06g0576800	3
Os06g0577350	-1
Os06g0578100	-4
Os06g0578700	1
Os06g0579100	-1
Os06g0579200	-10
Os06g0579201	12
Os06g0579400	-6
Os06g0579600	0
Os06g0579800	0
Os06g0580100	-6
Os06g0581000	8
Os06g0581151	0
Os06g0581300	-4
Os06g0581500	-14
Os06g0581701	-5
Os06g0582400	2
Os06g0582600	-4
Os06g0583400	11
Os06g0583501	17
Os06g0583600	1
Os06g0583900	4
Os06g0584000	1
Os06g0584200	8
Os06g0584400	-12
Os06g0585900	-13
Os06g0585950	-9
Os06g0585982	5
Os06g0586000	-3
Os06g0586150	0
Os06g0586300	3
Os06g0586900	-6
Os06g0587000	-3
Os06g0587100	1
Os06g0587200	-2
Os06g0587300	2
Os06g0587900	-20
Os06g0588450	7
Os06g0588800	2
Os06g0588900	4
Os06g0589300	-2
Os06g0589500	4
Os06g0589600	-2
Os06g0589700	5
Os06g0589750	5
Os06g0589800	-14
Os06g0589900	3
Os06g0589950	6
Os06g0590301	0
Os06g0590500	32
Os06g0590550	12
Os06g0590600	3
Os06g0590700	-3
Os06g0590800	-33
Os06g0591050	-4
Os06g0591200	-44
Os06g0591400	-38
Os06g0591450	-10
Os06g0591551	27
Os06g0591600	2
Os06g0592200	4
Os06g0592400	-4
Os06g0592500	118
Os06g0592950	35
Os06g0592951	1
Os06g0593100	48
Os06g0593200	-10
Os06g0593800	1
Os06g0594100	1
Os06g0594200	3
Os06g0594300	6
Os06g0594400	-5
Os06g0594600	-7
Os06g0594650	-3
Os06g0594940	-10
Os06g0595180	0
Os06g0595433	-5
Os06g0595566	0
Os06g0595700	10
Os06g0595800	8
Os06g0595900	5
Os06g0596200	20
Os06g0596300	-3
Os06g0597000	-4
Os06g0597200	4
Os06g0597250	7
Os06g0597400	-8
Os06g0597500	8
Os06g0597600	-6
Os06g0597800	0
Os06g0597900	1
Os06g0598800	6
Os06g0598850	0
Os06g0598900	1
Os06g0599200	-22
Os06g0599400	6
Os06g0599700	0
Os06g0600100	5
Os06g0600200	9
Os06g0600301	-3
Os06g0600350	-7
Os06g0600400	-16
Os06g0600700	10
Os06g0600800	-1
Os06g0601000	4
Os06g0601100	-12
Os06g0601500	-15
Os06g0601600	-10
Os06g0602000	-2
Os06g0602400	-4
Os06g0602500	-3
Os06g0602600	-2
Os06g0602700	4
Os06g0602800	10
Os06g0602900	3
Os06g0602950	-1
Os06g0603000	-2
Os06g0603300	-12
Os06g0603400	3
Os06g0603600	1
Os06g0603800	6
Os06g0604000	-11
Os06g0604200	7
Os06g0604300	7
Os06g0604400	0
Os06g0604500	9
Os06g0604600	-13
Os06g0605600	10
Os06g0605900	-3
Os06g0605950	-15
Os06g0606000	10
Os06g0606250	5
Os06g0606401	-2
Os06g0606599	-33
Os06g0606700	-16
Os06g0606800	3
Os06g0606900	11
Os06g0607000	4
Os06g0607100	-9
Os06g0607200	0
Os06g0607700	1
Os06g0607750	0
Os06g0607800	0
Os06g0607850	2
Os06g0607900	15
Os06g0608000	37
Os06g0608050	-7
Os06g0608100	1
Os06g0608300	5
Os06g0608350	8
Os06g0608401	-7
Os06g0608500	2
Os06g0608550	-6
Os06g0608600	1
Os06g0608700	-21
Os06g0608800	-5
Os06g0609400	1
Os06g0609450	9
Os06g0609500	-1
Os06g0609600	-3
Os06g0609700	2
Os06g0609775	-4
Os06g0609800	11
Os06g0609850	4
Os06g0609900	-1
Os06g0610000	-17
Os06g0610100	2
Os06g0610300	1
Os06g0610350	4
Os06g0610400	12
Os06g0610500	4
Os06g0610550	2
Os06g0610600	1
Os06g0610800	-27
Os06g0611000	8
Os06g0611050	-2
Os06g0611100	4
Os06g0611150	13
Os06g0611200	15
Os06g0611300	-12
Os06g0611400	-2
Os06g0611500	3
Os06g0611550	4
Os06g0611600	-2
Os06g0611700	-2
Os06g0611725	1
Os06g0611900	-10
Os06g0612001	20
Os06g0612200	-2
Os06g0612300	4
Os06g0612550	12
Os06g0612800	-1
Os06g0612900	-17
Os06g0612951	5
Os06g0613000	4
Os06g0613101	-5
Os06g0613200	6
Os06g0613400	8
Os06g0613500	-4
Os06g0613600	-2
Os06g0613801	0
Os06g0614000	-3
Os06g0614050	4
Os06g0614100	-11
Os06g0614300	4
Os06g0614400	9
Os06g0614550	-15
Os06g0616400	2
Os06g0616900	0
Os06g0617800	-9
Os06g0618000	19
Os06g0618050	2
Os06g0618100	5
Os06g0618150	-7
Os06g0618300	1
Os06g0618600	4
Os06g0618650	2
Os06g0618700	-23
Os06g0619000	2
Os06g0619066	1
Os06g0619132	5
Os06g0619600	0
Os06g0619650	2
Os06g0620000	7
Os06g0620200	0
Os06g0620550	10
Os06g0620600	6
Os06g0620700	-6
Os06g0621100	-1
Os06g0621500	0
Os06g0621550	8
Os06g0621600	2
Os06g0621800	4
Os06g0621900	-22
Os06g0621950	-6
Os06g0622000	13
Os06g0622300	0
Os06g0622400	-2
Os06g0622500	6
Os06g0622550	18
Os06g0622700	33
Os06g0622800	14
Os06g0622900	1
Os06g0623050	1
Os06g0623200	1
Os06g0623300	2
Os06g0623600	-1
Os06g0623700	1
Os06g0624000	-6
Os06g0624100	1
Os06g0624200	18
Os06g0624700	1
Os06g0624750	1
Os06g0624850	13
Os06g0624900	1
Os06g0624950	1
Os06g0625200	3
Os06g0625400	10
Os06g0625500	8
Os06g0625700	-37
Os06g0625733	1
Os06g0625766	-1
Os06g0625800	-5
Os06g0625900	3
Os06g0626200	-27
Os06g0626466	1
Os06g0626600	13
Os06g0626700	10
Os06g0626733	-4
Os06g0626766	3
Os06g0626950	5
Os06g0627001	4
Os06g0627100	9
Os06g0627400	-1
Os06g0627500	8
Os06g0628032	-26
Os06g0628150	-43
Os06g0628500	3
Os06g0629362	21
Os06g0629687	1
Os06g0630300	2
Os06g0630850	-5
Os06g0631300	2
Os06g0631800	-3
Os06g0632200	-13
Os06g0632300	2
Os06g0632400	-8
Os06g0632500	2
Os06g0632700	7
Os06g0632800	-2
Os06g0633100	8
Os06g0633300	-1
Os06g0633375	5
Os06g0633450	35
Os06g0633500	-1
Os06g0633800	2
Os06g0633900	9
Os06g0634000	11
Os06g0634100	12
Os06g0634300	8
Os06g0634500	-3
Os06g0634600	12
Os06g0634700	0
Os06g0634800	5
Os06g0635200	20
Os06g0635250	18
Os06g0635300	2
Os06g0635500	8
Os06g0635700	-1
Os06g0636100	13
Os06g0636201	4
Os06g0636600	-2
Os06g0636700	-40
Os06g0636800	-4
Os06g0637400	12
Os06g0637500	3
Os06g0637800	12
Os06g0638000	7
Os06g0638100	8
Os06g0638200	-1
Os06g0638300	-4
Os06g0638400	-8
Os06g0638500	-1
Os06g0638700	0
Os06g0638900	-10
Os06g0639100	8
Os06g0639150	-3
Os06g0639200	-7
Os06g0639250	-5
Os06g0639300	2
Os06g0639500	3
Os06g0639550	-9
Os06g0639600	-4
Os06g0639700	-3
Os06g0639800	-10
Os06g0640100	-28
Os06g0640201	3
Os06g0640599	-21
Os06g0640800	2
Os06g0640933	-1
Os06g0641066	-9
Os06g0641200	-30
Os06g0641400	-8
Os06g0641500	-17
Os06g0641550	-7
Os06g0641575	0
Os06g0641600	0
Os06g0641800	-6
Os06g0641866	-1
Os06g0641932	-9
Os06g0642200	1
Os06g0642250	0
Os06g0642300	0
Os06g0642400	0
Os06g0642500	2
Os06g0642550	-2
Os06g0642600	-3
Os06g0642650	1
Os06g0642900	4
Os06g0642950	0
Os06g0643000	8
Os06g0643050	4
Os06g0643100	-2
Os06g0643300	-6
Os06g0643500	-1
Os06g0643600	7
Os06g0643700	-11
Os06g0643750	-26
Os06g0643800	2
Os06g0643900	1
Os06g0644100	0
Os06g0644200	-6
Os06g0644250	-10
Os06g0644350	2
Os06g0644400	-7
Os06g0644466	1
Os06g0644500	1
Os06g0644600	4
Os06g0644700	4
Os06g0644800	4
Os06g0645100	-1
Os06g0645400	9
Os06g0645500	-16
Os06g0645600	5
Os06g0645650	-1
Os06g0645700	10
Os06g0645800	9
Os06g0645901	7
Os06g0646000	-7
Os06g0646100	-7
Os06g0646400	7
Os06g0646500	0
Os06g0646600	-5
Os06g0646700	2
Os06g0646801	14
Os06g0646900	10
Os06g0647000	-25
Os06g0647100	-9
Os06g0647150	6
Os06g0647200	7
Os06g0647400	-16
Os06g0647500	-3
Os06g0647700	14
Os06g0647801	-3
Os06g0647900	-2
Os06g0648200	-1
Os06g0648500	-12
Os06g0648600	-13
Os06g0649000	1
Os06g0649500	6
Os06g0649550	-1
Os06g0649600	9
Os06g0649700	7
Os06g0649800	0
Os06g0649900	-1
Os06g0650100	-4
Os06g0650300	-19
Os06g0650600	-2
Os06g0650700	-28
Os06g0650800	1
Os06g0650900	-14
Os06g0651000	-14
Os06g0651100	-3
Os06g0651200	45
Os06g0651300	7
Os06g0651600	5
Os06g0651900	-15
Os06g0652000	17
Os06g0652100	11
Os06g0652200	18
Os06g0652250	1
Os06g0652300	21
Os06g0652400	2
Os06g0652501	0
Os06g0652550	1
Os06g0652600	-18
Os06g0653000	-6
Os06g0653050	0
Os06g0653100	-18
Os06g0653200	-16
Os06g0653300	20
Os06g0653800	2
Os06g0653900	-1
Os06g0654000	11
Os06g0654300	7
Os06g0654400	-9
Os06g0654600	1
Os06g0654900	-12
Os06g0655100	2
Os06g0655200	11
Os06g0655500	-9
Os06g0656000	15
Os06g0656201	1
Os06g0656300	-8
Os06g0656400	2
Os06g0656500	1
Os06g0656566	11
Os06g0656700	4
Os06g0656725	-1
Os06g0656800	4
Os06g0657500	-5
Os06g0657750	-5
Os06g0658000	-2
Os06g0658200	-6
Os06g0658350	-7
Os06g0658400	0
Os06g0658500	-1
Os06g0658900	-1
Os06g0659100	6
Os06g0659200	2
Os06g0659300	7
Os06g0659400	-4
Os06g0659500	-2
Os06g0659600	2
Os06g0659750	-27
Os06g0659800	-22
Os06g0660000	-12
Os06g0660200	-10
Os06g0660300	0
Os06g0660400	-17
Os06g0660625	-1
Os06g0660650	-3
Os06g0660700	4
Os06g0660800	5
Os06g0661000	2
Os06g0661100	9
Os06g0661200	3
Os06g0661300	14
Os06g0661400	14
Os06g0661500	7
Os06g0661600	6
Os06g0661700	3
Os06g0661733	-1
Os06g0661766	-5
Os06g0661800	-12
Os06g0661900	0
Os06g0662000	4
Os06g0662100	-3
Os06g0662150	11
Os06g0662151	16
Os06g0662200	8
Os06g0662225	8
Os06g0662300	12
Os06g0662500	20
Os06g0662550	73
Os06g0662600	1
Os06g0662700	4
Os06g0662850	6
Os06g0662900	3
Os06g0663000	2
Os06g0663100	12
Os06g0663200	3
Os06g0663300	5
Os06g0663400	-5
Os06g0663450	-7
Os06g0663500	0
Os06g0663600	6
Os06g0663800	5
Os06g0663900	12
Os06g0664000	8
Os06g0664100	8
Os06g0664200	-8
Os06g0664300	-2
Os06g0664400	-1
Os06g0664800	-2
Os06g0664900	0
Os06g0665000	1
Os06g0665100	-9
Os06g0665200	1
Os06g0665400	0
Os06g0665500	-7
Os06g0665800	-4
Os06g0665900	4
Os06g0666100	9
Os06g0666183	-2
Os06g0666400	-4
Os06g0666500	-23
Os06g0666600	-8
Os06g0666650	1
Os06g0666750	0
Os06g0666800	10
Os06g0667000	-4
Os06g0667100	-1
Os06g0667200	7
Os06g0667300	8
Os06g0667400	5
Os06g0667500	3
Os06g0667600	2
Os06g0667900	1
Os06g0668000	6
Os06g0668200	140
Os06g0668250	27
Os06g0668300	0
Os06g0668400	-1
Os06g0669100	-14
Os06g0669200	-2
Os06g0669225	-5
Os06g0669275	11
Os06g0669400	-6
Os06g0669600	6
Os06g0669700	0
Os06g0669800	9
Os06g0670000	8
Os06g0670100	8
Os06g0670300	-2
Os06g0670400	9
Os06g0670500	7
Os06g0670633	5
Os06g0671000	-7
Os06g0671075	-8
Os06g0671150	-13
Os06g0671300	-6
Os06g0671375	-3
Os06g0671600	-14
Os06g0671700	-10
Os06g0671800	-14
Os06g0671900	-4
Os06g0672400	1
Os06g0672700	24
Os06g0672801	7
Os06g0673300	-2
Os06g0673500	2
Os06g0673700	-12
Os06g0673800	-3
Os06g0674000	-5
Os06g0674100	-12
Os06g0674400	-10
Os06g0674800	2
Os06g0675200	-7
Os06g0675300	2
Os06g0675600	-2
Os06g0675700	2
Os06g0675900	-2
Os06g0676000	-4
Os06g0676300	16
Os06g0676400	4
Os06g0676500	0
Os06g0676600	-2
Os06g0676700	-16
Os06g0676801	-5
Os06g0676900	-7
Os06g0677000	-6
Os06g0677300	2
Os06g0677400	-4
Os06g0677500	7
Os06g0677600	-4
Os06g0677700	-3
Os06g0677800	11
Os06g0678100	-8
Os06g0678200	-2
Os06g0678500	-2
Os06g0678650	20
Os06g0678651	18
Os06g0678700	6
Os06g0678750	1
Os06g0678800	-13
Os06g0678875	-10
Os06g0679100	3
Os06g0679200	10
Os06g0679400	4
Os06g0679500	0
Os06g0679600	-13
Os06g0679700	2
Os06g0679750	2
Os06g0679800	7
Os06g0679850	15
Os06g0680500	2
Os06g0680700	-18
Os06g0680800	-5
Os06g0680900	0
Os06g0681000	-4
Os06g0681100	10
Os06g0681200	63
Os06g0681300	-1
Os06g0681400	0
Os06g0681600	-29
Os06g0681700	0
Os06g0681900	2
Os06g0682300	-1
Os06g0682633	0
Os06g0682666	2
Os06g0682700	15
Os06g0682800	6
Os06g0682850	0
Os06g0682900	97
Os06g0683000	-1
Os06g0683100	6
Os06g0683200	-5
Os06g0683300	9
Os06g0683400	10
Os06g0683500	7
Os06g0683700	-13
Os06g0683800	11
Os06g0683900	-20
Os06g0683925	-1
Os06g0683950	-27
Os06g0684000	1
Os06g0684500	2
Os06g0684900	4
