GeneName,up5,dn5,unchange5,all,HN5
Dhodh,6,5,231,242,1
Olfr873,2,1,239,242,1
Olfr878,1,0,241,242,1
Olfr1254,2,1,239,242,1
Ctsc,5,4,233,242,1
Olfr513,1,0,241,242,1
Olfr961,2,1,239,242,1
Cped1,6,5,231,242,1
Pglyrp1,14,13,215,242,1
Defa28,1,0,241,242,1
Oosp3,2,1,239,242,1
Zfp462,5,4,233,242,1
Coq8b,3,2,237,242,1
Csta1,9,8,225,242,1
Ovch2,1,0,241,242,1
Zfp423,1,0,241,242,1
Olfr211,1,0,241,242,1
E130308A19Rik,4,3,235,242,1
Coro6,11,10,221,242,1
Dusp12,9,8,225,242,1
Olfr214,1,0,241,242,1
Prps2,7,6,229,242,1
4930595M18Rik,1,0,241,242,1
Aak1,4,3,235,242,1
Prrg3,3,2,237,242,1
Olfr225,1,0,241,242,1
Trav14-1,3,2,237,242,1
Oxct2a,3,2,237,242,1
E2f5,4,3,235,242,1
Defb37,9,8,225,242,1
Defb46,1,0,241,242,1
Ear1,9,8,225,242,1
Omt2b,1,0,241,242,1
Duoxa2,4,3,235,242,1
Top1,3,2,237,242,1
Zfp831,1,0,241,242,1
Defb50,4,3,235,242,1
Aatf,4,3,235,242,1
Olfr382,1,0,241,242,1
P3h4,10,9,223,242,1
Olfr38,1,0,241,242,1
Pramel46,6,5,231,242,1
Prrx2,7,6,229,242,1
Zfp804b,1,0,241,242,1
A830031A19Rik,1,0,241,242,1
Zfp791,6,5,231,242,1
Oog2,2,1,239,242,1
Prrt2,8,7,227,242,1
Defb38,2,1,239,242,1
Oprk1,1,0,241,242,1
Prss16,9,8,225,242,1
Trbj1-6,1,0,241,242,1
Dusp5,7,6,229,242,1
Prr23a2,2,1,239,242,1
Dync2h1,3,2,237,242,1
Olfr329,5,4,233,242,1
Trbj2-1,1,0,241,242,1
Tmem198,8,7,227,242,1
Dync1h1,3,2,237,242,1
Olfr311,1,0,241,242,1
Defb15,2,1,239,242,1
Prex1,3,2,237,242,1
Trav14n-3,3,2,237,242,1
Olfr314,2,1,239,242,1
Prg3,1,0,241,242,1
Zfp446,3,2,237,242,1
Os9,3,2,237,242,1
Dxo,6,5,231,242,1
Defb22,4,3,235,242,1
Osgep,4,3,235,242,1
Prelid1,3,2,237,242,1
Olfr355,1,0,241,242,1
Prg4,10,9,223,242,1
Aagab,8,7,227,242,1
Prrc2b,6,5,231,242,1
Olfr248,1,0,241,242,1
Prdm6,13,12,217,242,1
Cst11,4,3,235,242,1
Defb34,2,1,239,242,1
Olfr270,1,0,241,242,1
Aadacl4fm5,4,3,235,242,1
Osr1,6,5,231,242,1
Olfr345,1,0,241,242,1
Defb1,12,11,219,242,1
Defb10,1,0,241,242,1
Dusp27,1,0,241,242,1
4931414P19Rik,4,3,235,242,1
Olfr292,1,0,241,242,1
Aadacl2,1,0,241,242,1
Dusp28,4,3,235,242,1
Olfr170,1,0,241,242,1
Pramel37,5,4,233,242,1
Tns2,3,2,237,242,1
Prss32,8,7,227,242,1
Olfr1446,1,0,241,242,1
Eef1akmt1,5,4,233,242,1
Pate10,1,0,241,242,1
Ddx17,5,4,233,242,1
4933411K16Rik,5,4,233,242,1
Ednra,3,2,237,242,1
Olfr1457,5,4,233,242,1
Dsg4,1,0,241,242,1
Olfr412,2,1,239,242,1
Dsp,3,2,237,242,1
Dspp,1,0,241,242,1
Olfr146,1,0,241,242,1
Olfr411,1,0,241,242,1
Pramel11,1,0,241,242,1
Dstn,6,5,231,242,1
Olfr406,1,0,241,242,1
Olfr1465,1,0,241,242,1
Eef1akmt3,6,5,231,242,1
Tob2,4,3,235,242,1
Dennd1c,4,3,235,242,1
Olfr968,2,1,239,242,1
Olfr434,1,0,241,242,1
Olfr1427,1,0,241,242,1
Olfr965,1,0,241,242,1
Tmem114,5,4,233,242,1
Abcb6,4,3,235,242,1
Zfp503,6,5,231,242,1
Trav13-1,8,7,227,242,1
Dscaml1,1,0,241,242,1
Tmem234,4,3,235,242,1
Dennd5b,5,4,233,242,1
Olfr1434,1,0,241,242,1
Olfr1436,1,0,241,242,1
Csk,4,3,235,242,1
Ppp6c,4,3,235,242,1
Prss35,6,5,231,242,1
Pate14,11,10,221,242,1
Olfr430,1,0,241,242,1
Abca4,2,1,239,242,1
Trbv21,2,1,239,242,1
Olfr166,1,0,241,242,1
Pramel23,1,0,241,242,1
Cpa2,4,3,235,242,1
Pramel26,1,0,241,242,1
Coq10b,5,4,233,242,1
Olig2,2,1,239,242,1
Tmem138,5,4,233,242,1
Olfr1535,4,3,235,242,1
Topors,3,2,237,242,1
Ebp,9,8,225,242,1
Olfr385,1,0,241,242,1
Olfr156,1,0,241,242,1
Cp,7,6,229,242,1
Pakap,4,3,235,242,1
Olig3,3,2,237,242,1
Zfp683,1,0,241,242,1
Paip2,3,2,237,242,1
Abca1,5,4,233,242,1
Tmem145,3,2,237,242,1
Olfr390,1,0,241,242,1
Cpa5,1,0,241,242,1
Olfr985,3,2,237,242,1
Olfr1506,1,0,241,242,1
Trbj1-2,1,0,241,242,1
Pard6a,3,2,237,242,1
Olfr1477,1,0,241,242,1
Pard3b,3,2,237,242,1
Prss30,9,8,225,242,1
Tmem222,6,5,231,242,1
Paqr9,3,2,237,242,1
Olfr987,1,0,241,242,1
Pramel15,1,0,241,242,1
Pramel16,2,1,239,242,1
Olfr1495,1,0,241,242,1
Olfr1496,1,0,241,242,1
Pramel17,1,0,241,242,1
Ddx41,3,2,237,242,1
Olfr992,1,0,241,242,1
Olfr1504,1,0,241,242,1
Dtwd1,5,4,233,242,1
Traj17,1,0,241,242,1
Eif3j2,6,5,231,242,1
Zfp710,5,4,233,242,1
Pnkp,12,11,219,242,1
Cyp3a57,2,1,239,242,1
Cntnap1,4,3,235,242,1
Olfr1046,1,0,241,242,1
Olfr791,1,0,241,242,1
Enpp3,4,3,235,242,1
Cyp3a41b,6,5,231,242,1
Olfr1042,1,0,241,242,1
Plcb1,4,3,235,242,1
Dkk2,3,2,237,242,1
Olfr104-ps,4,3,235,242,1
Ache,18,17,207,242,1
Olfr603,1,0,241,242,1
Erbb3,3,2,237,242,1
Pip,4,3,235,242,1
Nxt2,8,7,227,242,1
Cyp2a12,1,0,241,242,1
Tril,5,4,233,242,1
Olfr1034,1,0,241,242,1
Cyp2a22,1,0,241,242,1
Olfr661,1,0,241,242,1
Dmgdh,3,2,237,242,1
Trim25,5,4,233,242,1
Cyp2a5,6,5,231,242,1
Prokr1,4,3,235,242,1
Olfr1026,1,0,241,242,1
Traj38,1,0,241,242,1
Nxph4,7,6,229,242,1
Plscr4,6,5,231,242,1
Cyp3a59,1,0,241,242,1
Pnn,6,5,231,242,1
Tmem52b,4,3,235,242,1
Pik3ap1,1,0,241,242,1
Cyp51,4,3,235,242,1
Cyp4v3,6,5,231,242,1
Traj42,1,0,241,242,1
Dipk2a,5,4,233,242,1
Traj29,4,3,235,242,1
Prl,13,12,217,242,1
Olfr583,1,0,241,242,1
Pld4,12,11,219,242,1
Ptger4,5,4,233,242,1
Endod1,6,5,231,242,1
1600012H06Rik,4,3,235,242,1
Tmem98,2,1,239,242,1
Thsd4,1,0,241,242,1
Zfp119a,8,7,227,242,1
Ackr4,6,5,231,242,1
Piezo1,5,4,233,242,1
Cyp26b1,11,10,221,242,1
Olfr59,1,0,241,242,1
Olfr714,4,3,235,242,1
Pnrc1,6,5,231,242,1
Olfr665,1,0,241,242,1
Ercc1,4,3,235,242,1
Pnpla8,6,5,231,242,1
Cyp4a29,2,1,239,242,1
Cul7,5,4,233,242,1
Olfr1061,1,0,241,242,1
Nutf2,8,7,227,242,1
Olfr65,1,0,241,242,1
Dmbt1,3,2,237,242,1
Olfr1099,1,0,241,242,1
Psors1c2,15,14,213,242,1
Acadl,7,6,229,242,1
Epop,6,5,231,242,1
Ogfod2,3,2,237,242,1
Prlh,8,7,227,242,1
Epo,4,3,235,242,1
Tmem69,4,3,235,242,1
Trav6d-7,10,9,223,242,1
9930021J03Rik,6,5,231,242,1
Odf4,4,3,235,242,1
Olfr632,1,0,241,242,1
Cnp,8,7,227,242,1
Creb3l3,12,11,219,242,1
Epn2,4,3,235,242,1
Timm17a,5,4,233,242,1
9530053A07Rik,2,1,239,242,1
Creb3,5,4,233,242,1
Tmem74b,2,1,239,242,1
Dnajc12,10,9,223,242,1
Ocln,6,5,231,242,1
Obp1b,1,0,241,242,1
Obox2,1,0,241,242,1
Tmem74bos,2,1,239,242,1
Ephb6,8,7,227,242,1
Pla2g2a,2,1,239,242,1
Olfr74,1,0,241,242,1
Tigit,15,14,213,242,1
Ephx2,6,5,231,242,1
Ephx4,8,7,227,242,1
Psmd12,5,4,233,242,1
Crebbp,6,5,231,242,1
Cyp2c68,4,3,235,242,1
Cyp2c69,2,1,239,242,1
Cyp2b9,1,0,241,242,1
Nyx,2,1,239,242,1
Tmem63b,5,4,233,242,1
Dmac2l,8,7,227,242,1
Crtac1,3,2,237,242,1
Pkd1l1,1,0,241,242,1
Olfr728,1,0,241,242,1
Cyp2j11,4,3,235,242,1
Prlhr,2,1,239,242,1
Ep300,4,3,235,242,1
Pkhd1,3,2,237,242,1
Oas1d,2,1,239,242,1
Ace,2,1,239,242,1
Tmem65,5,4,233,242,1
Olfr763,1,0,241,242,1
Oas1g,12,11,219,242,1
Olfr10,1,0,241,242,1
Trav6d-5,4,3,235,242,1
Dnajb6,6,5,231,242,1
Pkm,5,4,233,242,1
Acad11,3,2,237,242,1
Timm29,2,1,239,242,1
Traj7,1,0,241,242,1
Cyp2d34,1,0,241,242,1
Pkp3,6,5,231,242,1
Traj59,1,0,241,242,1
Zfp616,2,1,239,242,1
Olfr1098,1,0,241,242,1
Pten,3,2,237,242,1
Emp3,5,4,233,242,1
Ptk2b,4,3,235,242,1
Trgv3,3,2,237,242,1
Prnd,13,12,217,242,1
Elp2,2,1,239,242,1
Olfr564,1,0,241,242,1
Pgpep1l,12,11,219,242,1
Traj23,6,5,231,242,1
Olfr68,1,0,241,242,1
Nudt13,6,5,231,242,1
Acot3,4,3,235,242,1
Olfr1135,1,0,241,242,1
Olfr57,8,7,227,242,1
Cytip,5,4,233,242,1
Acot2,4,3,235,242,1
Acot13,8,7,227,242,1
Cryba2,11,10,221,242,1
Phax,7,6,229,242,1
Coa6,5,4,233,242,1
Tmem39a,7,6,229,242,1
Olfr1132,1,0,241,242,1
Dio2,2,1,239,242,1
Trav6-1,5,4,233,242,1
Cyth1,6,5,231,242,1
Nudt16l2,1,0,241,242,1
Plk4,6,5,231,242,1
Olfr1129,4,3,235,242,1
Ctxn2,8,7,227,242,1
Cracdl,2,1,239,242,1
Pgpep1,10,9,223,242,1
Olfr1148,1,0,241,242,1
Olfr814,3,2,237,242,1
Traj20,1,0,241,242,1
Dock4,2,1,239,242,1
Cybc1,6,5,231,242,1
Tlk2,5,4,233,242,1
Olfr830,1,0,241,242,1
Tle7,2,1,239,242,1
Dock3,15,14,213,242,1
Tmprss12,6,5,231,242,1
Trav7-3,4,3,235,242,1
Pgm2l1,1,0,241,242,1
Pgm3,6,5,231,242,1
Tnfrsf26,8,7,227,242,1
Prnp,5,4,233,242,1
Ntrk1,3,2,237,242,1
Olfr1160,6,5,231,242,1
D13Ertd608e,17,16,209,242,1
Olfr116,2,1,239,242,1
Cyct,14,13,215,242,1
A030003K21Rik,4,3,235,242,1
Crisp3,4,3,235,242,1
Traj45,1,0,241,242,1
Psma4,8,7,227,242,1
Olfr821,1,0,241,242,1
Olfr1154,1,0,241,242,1
Zzef1,2,1,239,242,1
Olfr680-ps1,1,0,241,242,1
1700069L16Rik,8,7,227,242,1
Nudc,5,4,233,242,1
Olfr695,1,0,241,242,1
Pla2g2d,7,6,229,242,1
Cubn,2,1,239,242,1
Cypt12,6,5,231,242,1
Dnm3,5,4,233,242,1
Olfr67,1,0,241,242,1
Phkg2,5,4,233,242,1
Phlpp1,5,4,233,242,1
Trav6-3,3,2,237,242,1
Phldb1,3,2,237,242,1
Nufip2,8,7,227,242,1
Traj49,1,0,241,242,1
Cyp7b1,2,1,239,242,1
Tmod1,7,6,229,242,1
Cuedc1,5,4,233,242,1
Cypt1,9,8,225,242,1
Coasy,4,3,235,242,1
Crhr2,1,0,241,242,1
Olfr1107,1,0,241,242,1
Dnmt1,2,1,239,242,1
Olfr1105,2,1,239,242,1
Prmt8,1,0,241,242,1
Cyp17a1,5,4,233,242,1
Coa8,5,4,233,242,1
Plekhb1,6,5,231,242,1
1110032F04Rik,4,3,235,242,1
Zxdb,5,4,233,242,1
Eml5,5,4,233,242,1
Dnmt3c,2,1,239,242,1
Polm,6,5,231,242,1
Olfr813,1,0,241,242,1
Emp1,8,7,227,242,1
Olfr11,3,2,237,242,1
Zfp60,5,4,233,242,1
Ergic1,4,3,235,242,1
Vmn1r248,0,0,242,242,0
Prmt3,5,5,232,242,0
Olfr738,0,0,242,242,0
Olfr730,1,1,240,242,0
Opn5,1,1,240,242,0
Bdkrb1,9,9,224,242,0
Vmn1r242,0,0,242,242,0
Olfr706,0,0,242,242,0
Vmn1r247,0,0,242,242,0
Bdnf,2,2,238,242,0
Vmn1r243,0,0,242,242,0
Kcna2,3,3,236,242,0
Oog3,0,0,242,242,0
Olfr705,1,1,240,242,0
Vmn1r246,0,0,242,242,0
Vmn1r221,0,0,242,242,0
Vmn1r245,0,0,242,242,0
Olfr732,0,0,242,242,0
Atp6ap1l,8,8,226,242,0
Kansl1,2,2,238,242,0
Prickle4,23,23,196,242,0
Olfr707,0,0,242,242,0
Kcna4,0,0,242,242,0
Oplah,4,4,234,242,0
4932438A13Rik,3,3,236,242,0
Ighv1-71,3,3,236,242,0
Vmn1r232,0,0,242,242,0
Prm2,11,11,220,242,0
Olfr69,0,0,242,242,0
Sh3bgrl3,7,7,228,242,0
Ighv1-50,4,4,234,242,0
Olfr711,0,0,242,242,0
Olfr988,1,1,240,242,0
Vmn2r16,0,0,242,242,0
Serinc1,5,5,232,242,0
Ighv5-12,4,4,234,242,0
Zfp600,13,13,216,242,0
Bdh1,3,3,236,242,0
Bcr,4,4,234,242,0
Vmn1r230,0,0,242,242,0
Olfr693,0,0,242,242,0
Olfr725,0,0,242,242,0
Vmn1r239-ps,0,0,242,242,0
Jmjd8,4,4,234,242,0
Ighv8-9,2,2,238,242,0
Olfr724,0,0,242,242,0
4933402J07Rik,1,1,240,242,0
Omp,7,7,228,242,0
Senp3,3,3,236,242,0
Bcas3,4,4,234,242,0
Olfr723,0,0,242,242,0
Atp5g1,3,3,236,242,0
Vmn1r23,0,0,242,242,0
Ighv8-13,3,3,236,242,0
Prh1,3,3,236,242,0
Ighv1-9,8,8,226,242,0
Olfr694,0,0,242,242,0
Ighv6-7,1,1,240,242,0
Prickle2,1,1,240,242,0
Sema4d,6,6,230,242,0
Atp5d,2,2,238,242,0
Sema6d,5,5,232,242,0
Kazald1,5,5,232,242,0
Septin1,11,11,220,242,0
Jaml,8,8,226,242,0
Bcar1,3,3,236,242,0
Zfp677,6,6,230,242,0
Vmn1r241,1,1,240,242,0
Orc4,6,6,230,242,0
Bcorl1,5,5,232,242,0
Olfr722,0,0,242,242,0
Olfr994,0,0,242,242,0
Serbp1,6,6,230,242,0
Kalrn,7,7,228,242,0
Olfr996,0,0,242,242,0
Vmn1r238,1,1,240,242,0
Igkv1-122,7,7,228,242,0
Olfr721-ps1,1,1,240,242,0
Atp5mpl,6,6,230,242,0
Selenow,3,3,236,242,0
Olfr998,0,0,242,242,0
Bcar3,7,7,228,242,0
Bckdk,3,3,236,242,0
Oprm1,3,3,236,242,0
Vmn2r128,0,0,242,242,0
Olfr726,0,0,242,242,0
Vmn1r240,0,0,242,242,0
Jakmip3,0,0,242,242,0
Atp2b2,1,1,240,242,0
Ip6k2,5,5,232,242,0
Iws1,4,4,234,242,0
Sf3b4,4,4,234,242,0
Olfr887,2,2,238,242,0
Prkx,7,7,228,242,0
Il24,6,6,230,242,0
B430305J03Rik,9,9,224,242,0
Vmn1r64,0,0,242,242,0
B3gnt7,7,7,228,242,0
Olfr883,0,0,242,242,0
B3gat3,5,5,232,242,0
Olfr811,0,0,242,242,0
Avl9,8,8,226,242,0
Olfr812,0,0,242,242,0
Vmn1r67,0,0,242,242,0
Vmn1r82,1,1,240,242,0
B3gat1,2,2,238,242,0
Vmn1r68,2,2,238,242,0
Olfr881,0,0,242,242,0
Sf3b1,3,3,236,242,0
Irf1,5,5,232,242,0
Il20,2,2,238,242,0
Irgq,5,5,232,242,0
Serpina9,6,6,230,242,0
Vmn1r91,0,0,242,242,0
Atrx,5,5,232,242,0
Olfr8,0,0,242,242,0
Il17b,13,13,216,242,0
Olfr910,0,0,242,242,0
Olfr800,0,0,242,242,0
Olfr801,0,0,242,242,0
Olfr803,9,9,224,242,0
Olfr805,0,0,242,242,0
Olfr807,0,0,242,242,0
Iscu,5,5,232,242,0
Zfp648,1,1,240,242,0
B4galt7,4,4,234,242,0
5430402E10Rik,4,4,234,242,0
Olfr902,0,0,242,242,0
Prkd2,2,2,238,242,0
Vmn1r94,0,0,242,242,0
Olfr895,0,0,242,242,0
Serpinb12,2,2,238,242,0
Zfp64,4,4,234,242,0
Vmn1r249,0,0,242,242,0
Ints3,3,3,236,242,0
Serpinb3b,0,0,242,242,0
Azi2,5,5,232,242,0
Olfr820,0,0,242,242,0
Azgp1,6,6,230,242,0
Insrr,3,3,236,242,0
Serpinc1,16,16,210,242,0
Olfr823,0,0,242,242,0
Serpinb9h,8,8,226,242,0
Olfr844,0,0,242,242,0
Olfr871,0,0,242,242,0
Vmn1r78,0,0,242,242,0
Ints6,5,5,232,242,0
Iqcb1,4,4,234,242,0
Olfr826,0,0,242,242,0
Olfr828,0,0,242,242,0
Axdnd1,14,14,214,242,0
Olfr835,0,0,242,242,0
Axin2,5,5,232,242,0
Olfr849,0,0,242,242,0
Olfr850,0,0,242,242,0
B020011L13Rik,0,0,242,242,0
Olfr851,1,1,240,242,0
Irak1,8,8,226,242,0
Irag1,3,3,236,242,0
Bend6,4,4,234,242,0
Ilk,3,3,236,242,0
Vmn1r7,0,0,242,242,0
Iqsec1,5,5,232,242,0
Set,4,4,234,242,0
Olfr815,0,0,242,242,0
Ing3,8,8,226,242,0
Sertm1,3,3,236,242,0
Olfr866,0,0,242,242,0
Iqgap1,2,2,238,242,0
Olfr818,0,0,242,242,0
Olfr819,0,0,242,242,0
Sertad4,4,4,234,242,0
Olfr855,0,0,242,242,0
Olfr854,0,0,242,242,0
Isoc2a,3,3,236,242,0
Olfr799,1,1,240,242,0
Bace1,7,7,228,242,0
Olfr958,0,0,242,242,0
Olfr963,0,0,242,242,0
Igkv4-86,8,8,226,242,0
Olfr764-ps1,0,0,242,242,0
Olfr766-ps1,0,0,242,242,0
Olfr960,0,0,242,242,0
Prl5a1,1,1,240,242,0
Prl4a1,2,2,238,242,0
Ints9,3,3,236,242,0
Sgip1,7,7,228,242,0
Olfr913,0,0,242,242,0
Itgb6,6,6,230,242,0
Olfr955,0,0,242,242,0
BB014433,2,2,238,242,0
Olfr952,0,0,242,242,0
Sgcz,1,1,240,242,0
Olfr951,0,0,242,242,0
Olfr948,1,1,240,242,0
Olfr770,0,0,242,242,0
Vmn1r27,2,2,238,242,0
Igkv4-61,8,8,226,242,0
Olfr76,1,1,240,242,0
Vmn2r113,0,0,242,242,0
Igkv17-127,10,10,222,242,0
Olfr741,0,0,242,242,0
Olfr746,0,0,242,242,0
BC031181,4,4,234,242,0
Igkv3-1,5,5,232,242,0
Igkv3-10,7,7,228,242,0
Serpina16,1,1,240,242,0
BC025920,5,5,232,242,0
Olfr978,1,1,240,242,0
Igkv3-7,4,4,234,242,0
Olfr974,0,0,242,242,0
Olfr971,0,0,242,242,0
Olfr969,0,0,242,242,0
Olfr747,0,0,242,242,0
Atp6v1e2,5,5,232,242,0
Vmn1r258,0,0,242,242,0
Itih5,4,4,234,242,0
Olfr771,0,0,242,242,0
Olfr772,0,0,242,242,0
Olfr944,0,0,242,242,0
Olfr924,0,0,242,242,0
Igsf5,5,5,232,242,0
Vmn2r105,0,0,242,242,0
Vmn2r104,0,0,242,242,0
Olfr923,0,0,242,242,0
Itga8,3,3,236,242,0
Baiap2,3,3,236,242,0
Bahd1,5,5,232,242,0
Vmn2r103,0,0,242,242,0
4933428G20Rik,3,3,236,242,0
Olfr792,1,1,240,242,0
Itga3,5,5,232,242,0
Vmn1r49,1,1,240,242,0
Vmn2r101,0,0,242,242,0
Itga1,2,2,238,242,0
Itfg2,5,5,232,242,0
Serpina3j,1,1,240,242,0
Bach1,6,6,230,242,0
Olfr786,2,2,238,242,0
Vmn1r41,3,3,236,242,0
Olfr773,1,1,240,242,0
Sfxn3,7,7,228,242,0
Olfr936,1,1,240,242,0
Vmn1r36,0,0,242,242,0
Zfp618,4,4,234,242,0
Olfr934,0,0,242,242,0
Olfr776,0,0,242,242,0
Iglc4,3,3,236,242,0
Olfr93,21,21,200,242,0
Iglj2,0,0,242,242,0
Iglj3,0,0,242,242,0
Iglj3p,0,0,242,242,0
Iglj4,0,0,242,242,0
Olfr777,0,0,242,242,0
Itgb1bp1,6,6,230,242,0
Itgb1,6,6,230,242,0
Olfr926,0,0,242,242,0
Olfr779,0,0,242,242,0
Olfr781,0,0,242,242,0
Bbs1,2,2,238,242,0
Six3,2,2,238,242,0
Prf1,7,7,228,242,0
Ighv1-31,4,4,234,242,0
Slc45a2,4,4,234,242,0
Phyhd1,6,6,230,242,0
1700031F05Rik,1,1,240,242,0
Car13,6,6,230,242,0
Grhl2,3,3,236,242,0
Grhl3,2,2,238,242,0
Gria1,2,2,238,242,0
Phldb2,6,6,230,242,0
Grik4,3,3,236,242,0
Zmynd11,4,4,234,242,0
Poli,3,3,236,242,0
Uts2r,3,3,236,242,0
Grxcr2,0,0,242,242,0
Gsc2,4,4,234,242,0
Gsdmc4,9,9,224,242,0
1700049E17Rik2,20,20,202,242,0
Phf24,11,11,220,242,0
Phf13,3,3,236,242,0
Phf11d,7,7,228,242,0
Gsk3b,4,4,234,242,0
Gspt1,3,3,236,242,0
Gspt2,3,3,236,242,0
Polr1h,5,5,232,242,0
Phactr1,11,11,220,242,0
Capn2,3,3,236,242,0
Slc45a3,8,8,226,242,0
Gpx6,6,6,230,242,0
Pold2,3,3,236,242,0
Slc4a9,2,2,238,242,0
1700020N01Rik,5,5,232,242,0
Pnlip,2,2,238,242,0
Znrf2,6,6,230,242,0
Pnliprp2,1,1,240,242,0
Pnma3,0,0,242,242,0
Slc5a10,6,6,230,242,0
Gpr22,2,2,238,242,0
Pnmal1,1,1,240,242,0
Pik3c2g,3,3,236,242,0
Pnpla5,0,0,242,242,0
Casp4,12,12,218,242,0
Slc4a7,3,3,236,242,0
Car9,10,10,222,242,0
Pigl,5,5,232,242,0
Gpr68,5,5,232,242,0
Pigc,6,6,230,242,0
Podn,5,5,232,242,0
Podxl,4,4,234,242,0
Podxl2,4,4,234,242,0
Pof1b,1,1,240,242,0
Slc4a11,6,6,230,242,0
Pola1,4,4,234,242,0
Card11,4,4,234,242,0
Card10,5,5,232,242,0
Pgs1,2,2,238,242,0
Pgr,2,2,238,242,0
Vamp4,4,4,234,242,0
Zkscan14,4,4,234,242,0
Slc2a9,8,8,226,242,0
Pfkfb3,3,3,236,242,0
Gzmn,1,1,240,242,0
Pon1,4,4,234,242,0
Pon3,6,6,230,242,0
H1f7,0,0,242,242,0
Postn,7,7,228,242,0
Calr,3,3,236,242,0
H2-DMb1,3,3,236,242,0
Pex3,4,4,234,242,0
H2-Eb2,1,1,240,242,0
Pou2af1,1,1,240,242,0
Pfpl,0,0,242,242,0
Slc2a1,5,5,232,242,0
Calm4,4,4,234,242,0
H2-M11,1,1,240,242,0
Vav1,3,3,236,242,0
Peg12,8,8,226,242,0
H2-Q7,6,6,230,242,0
Calcoco1,3,3,236,242,0
Pea15a,8,8,226,242,0
1810030O07Rik,4,4,234,242,0
1810037I17Rik,4,4,234,242,0
Pdzd11,8,8,226,242,0
Gzmg,1,1,240,242,0
Gzme,0,0,242,242,0
Capn11,11,11,220,242,0
Slc35c1,7,7,228,242,0
Capn10,3,3,236,242,0
Zmiz2,3,3,236,242,0
Gtf2a1,7,7,228,242,0
Gtf2a2,4,4,234,242,0
Slc35f4,5,5,232,242,0
Gtf2h1,3,3,236,242,0
Camsap3,7,7,228,242,0
Slc35e3,5,5,232,242,0
Gtf3a,4,4,234,242,0
Vars2,5,5,232,242,0
Slc35d2,12,12,218,242,0
Pglyrp3,6,6,230,242,0
Pomgnt2,9,9,224,242,0
Slc35b1,4,4,234,242,0
Slc35a2,6,6,230,242,0
Slc34a3,9,9,224,242,0
Caml,2,2,238,242,0
Gucy1a1,5,5,232,242,0
Gucy2d,2,2,238,242,0
Gucy2f,1,1,240,242,0
Pgap1,4,4,234,242,0
Pgam5,4,4,234,242,0
Gyg,9,9,224,242,0
Slc30a4,6,6,230,242,0
Gpr161,3,3,236,242,0
Slc5a4a,1,1,240,242,0
Castor1,5,5,232,242,0
Plppr5,0,0,242,242,0
Gm7903,0,0,242,242,0
Smim26,9,9,224,242,0
Plch1,2,2,238,242,0
Smim10l2a,4,4,234,242,0
Smim10l1,5,5,232,242,0
Plcg2,2,2,238,242,0
Plppr1,2,2,238,242,0
Smco1,6,6,230,242,0
Smc1b,8,8,226,242,0
Gm8257,8,8,226,242,0
Smarca1,6,6,230,242,0
Ccdc125,6,6,230,242,0
1300017J02Rik,23,23,196,242,0
Gm8797,14,14,214,242,0
1700001O22Rik,2,2,238,242,0
Gm8978,0,0,242,242,0
Slpi,20,20,202,242,0
1700001P01Rik,23,23,196,242,0
Gm9045,7,7,228,242,0
Gm9046,2,2,238,242,0
Ush1c,3,3,236,242,0
Gm9195,0,0,242,242,0
Gm9508,0,0,242,242,0
Plscr5,3,3,236,242,0
1500011B03Rik,10,10,222,242,0
Gm773,6,6,230,242,0
Plaat3,7,7,228,242,0
Smpx,3,3,236,242,0
Upk1b,3,3,236,242,0
Plin1,9,9,224,242,0
Snap23,3,3,236,242,0
0610010K14Rik,6,6,230,242,0
Plekhs1,5,5,232,242,0
Upk3b,4,4,234,242,0
Gm6205,0,0,242,242,0
Gm6367,0,0,242,242,0
Smtn,3,3,236,242,0
Ccdc163,6,6,230,242,0
0610040J01Rik,7,7,228,242,0
Smpd2,3,3,236,242,0
Zswim9,12,12,218,242,0
Ccdc157,2,2,238,242,0
1110002E22Rik,0,0,242,242,0
Plekhg3,5,5,232,242,0
Gm6993,0,0,242,242,0
Plod2,5,5,232,242,0
Gm7145,0,0,242,242,0
Gm7271,11,11,220,242,0
Gm7298,0,0,242,242,0
Gm7358,5,5,232,242,0
Uqcrq,4,4,234,242,0
Urad,1,1,240,242,0
Plaat5,3,3,236,242,0
Ush2a,12,12,218,242,0
Zp2,0,0,242,242,0
Gpld1,4,4,234,242,0
Gp2,4,4,234,242,0
Gp6,4,4,234,242,0
Pla1a,5,5,232,242,0
Gpatch8,4,4,234,242,0
Cav2,7,7,228,242,0
Gpc6,4,4,234,242,0
Slc6a3,1,1,240,242,0
Usp37,7,7,228,242,0
Usp38,2,2,238,242,0
Gpi1,3,3,236,242,0
Pkdcc,6,6,230,242,0
Pmepa1,5,5,232,242,0
Slc7a6os,3,3,236,242,0
Pja1,3,3,236,242,0
Pitx3,7,7,228,242,0
Gpr101,0,0,242,242,0
Gpr119,2,2,238,242,0
Cat,6,6,230,242,0
Pitx1,2,2,238,242,0
Pirt,2,2,238,242,0
Pira2,6,6,230,242,0
Casz1,3,3,236,242,0
Gpr149,1,1,240,242,0
Castor2,3,3,236,242,0
Slc7a4,6,6,230,242,0
Gorab,3,3,236,242,0
Plvap,6,6,230,242,0
1700012A03Rik,0,0,242,242,0
Zscan4f,5,5,232,242,0
