GeneName,up5,dn5,unchange5,all,HN5
Pigu,5,8,229,242,-3
Pigs,2,5,235,242,-3
Klc1,2,5,235,242,-3
S100a7l2,1,4,237,242,-3
Zfp598,2,5,235,242,-3
Atad2,1,4,237,242,-3
Sctr,1,4,237,242,-3
Scnm1,5,8,229,242,-3
Gimap4,5,8,229,242,-3
Arfip1,4,7,231,242,-3
Lrat,5,8,229,242,-3
Gm10190,22,25,195,242,-3
Smtnl1,0,3,239,242,-3
Sv2b,1,4,237,242,-3
Olfr39,7,10,225,242,-3
H2-Aa,8,11,223,242,-3
H2-Ab1,5,8,229,242,-3
Spata21,3,6,233,242,-3
Lrrc8b,4,7,231,242,-3
Olfr380,8,11,223,242,-3
Traj50,0,3,239,242,-3
Kdm3b,2,5,235,242,-3
Sdhd,2,5,235,242,-3
Prps1l1,2,5,235,242,-3
Rsbn1,4,7,231,242,-3
Cenpk,10,13,219,242,-3
H2-M10.4,0,3,239,242,-3
Fzd1,6,9,227,242,-3
Tmem202,9,12,221,242,-3
Olfr368,1,4,237,242,-3
Kdelr3,4,7,231,242,-3
Dusp13,13,16,213,242,-3
Olfr361,0,3,239,242,-3
Dusp15,7,10,225,242,-3
Dusp18,6,9,227,242,-3
Prpsap2,2,5,235,242,-3
H2-M10.3,1,4,237,242,-3
Gm6351,7,10,225,242,-3
Sdk2,0,3,239,242,-3
Rrp8,2,5,235,242,-3
Tmem212,6,9,227,242,-3
Cyp26c1,1,4,237,242,-3
Cyb5a,5,8,229,242,-3
Rskr,10,13,219,242,-3
Ints11,3,6,233,242,-3
Drg2,3,6,233,242,-3
Vasp,2,5,235,242,-3
Gzmc,4,7,231,242,-3
Prpf6,2,5,235,242,-3
Uckl1,5,8,229,242,-3
Dsel,2,5,235,242,-3
Tmem232,3,6,233,242,-3
Lrrc58,2,5,235,242,-3
Gm6525,12,15,215,242,-3
Kdm8,3,6,233,242,-3
Rsph1,4,7,231,242,-3
Pls1,3,6,233,242,-3
Vat1,3,6,233,242,-3
Camk1,5,8,229,242,-3
Olfr410,0,3,239,242,-3
Lrrc69,9,12,221,242,-3
Susd6,3,6,233,242,-3
Chchd2,5,8,229,242,-3
Plcb2,1,4,237,242,-3
Plcb3,3,6,233,242,-3
Ints1,2,5,235,242,-3
Kdm5a,2,5,235,242,-3
Plcd1,3,6,233,242,-3
Olfr395,0,3,239,242,-3
Dtnbp1,3,6,233,242,-3
Sms,7,10,225,242,-3
Tmem201,3,6,233,242,-3
Spata31d1c,0,3,239,242,-3
Zranb3,0,3,239,242,-3
Cylc1,0,3,239,242,-3
Sdr16c6,0,3,239,242,-3
Cox4i1,3,6,233,242,-3
Aacs,2,5,235,242,-3
Cyld,2,5,235,242,-3
Tmem19,6,9,227,242,-3
Apol8,14,17,211,242,-3
Spcs2,4,7,231,242,-3
Plekhf2,2,5,235,242,-3
Kcnv1,1,4,237,242,-3
Inppl1,2,5,235,242,-3
Rpusd4,3,6,233,242,-3
Cacul1,2,5,235,242,-3
Cylc2,0,3,239,242,-3
Snai2,6,9,227,242,-3
Appbp2,2,5,235,242,-3
Cactin,2,5,235,242,-3
Gm35315,5,8,229,242,-3
Aadacl4fm2,0,3,239,242,-3
Prr36,2,5,235,242,-3
Snapc5,4,7,231,242,-3
Plekhm2,3,6,233,242,-3
Slc26a2,1,4,237,242,-3
Aadat,3,6,233,242,-3
0610012G03Rik,3,6,233,242,-3
Plin4,5,8,229,242,-3
B020031M17Rik,3,6,233,242,-3
Snapc3,3,6,233,242,-3
Kctd15,2,5,235,242,-3
Olfr303,0,3,239,242,-3
Kctd5,2,5,235,242,-3
Lsm3,4,7,231,242,-3
Dync2i1,4,7,231,242,-3
Plpp2,6,9,227,242,-3
Lrrn3,2,5,235,242,-3
Rrp7a,2,5,235,242,-3
Cyp19a1,1,4,237,242,-3
Lrrtm1,0,3,239,242,-3
1110059G10Rik,6,9,227,242,-3
Cox6b1,7,10,225,242,-3
Vav2,2,5,235,242,-3
Gm36210,3,6,233,242,-3
H2-Q2,6,9,227,242,-3
Rrp36,2,5,235,242,-3
Vav3,4,7,231,242,-3
Rrp12,3,6,233,242,-3
Gm14180,0,3,239,242,-3
Dvl3,5,8,229,242,-3
Olfr318,1,4,237,242,-3
Prr16,2,5,235,242,-3
Cdk2,4,7,231,242,-3
Vcam1,8,11,223,242,-3
Rrp1,2,5,235,242,-3
Zw10,2,5,235,242,-3
Kcnt2,5,8,229,242,-3
Zwint,3,6,233,242,-3
Dync1i1,1,4,237,242,-3
Cdk19,3,6,233,242,-3
Cyb5r1,5,8,229,242,-3
Cox4i2,5,8,229,242,-3
Lrrc56,5,8,229,242,-3
Gm6526,4,7,231,242,-3
1700001L19Rik,5,8,229,242,-3
Dok2,3,6,233,242,-3
Pogz,2,5,235,242,-3
Lrit1,0,3,239,242,-3
Cr1l,5,8,229,242,-3
Proser1,3,6,233,242,-3
Chad,3,6,233,242,-3
Olfr56,4,7,231,242,-3
Ippk,3,6,233,242,-3
Cyp2c66,4,7,231,242,-3
Gm42421,17,20,205,242,-3
Spag6,11,14,217,242,-3
Gtf3c2,2,5,235,242,-3
Dok1,4,7,231,242,-3
Gabpb2,2,5,235,242,-3
Cpt2,2,5,235,242,-3
A630076J17Rik,2,5,235,242,-3
Zscan22,2,5,235,242,-3
Pla2g15,5,8,229,242,-3
Gtf3c3,2,5,235,242,-3
Prox1,1,4,237,242,-3
Slc35c2,3,6,233,242,-3
Olfr539,1,4,237,242,-3
Olfr538,0,3,239,242,-3
Pla2g1b,20,23,199,242,-3
Tmem30a,4,7,231,242,-3
Gtpbp10,5,8,229,242,-3
Cxcr1,5,8,229,242,-3
Gm42372,8,11,223,242,-3
Serpinb6d,1,4,237,242,-3
Dnttip1,3,6,233,242,-3
Dntt,2,5,235,242,-3
Gtf2f2,2,5,235,242,-3
Sdf2,3,6,233,242,-3
Prorsd1,9,12,221,242,-3
Smok2a,2,5,235,242,-3
Arglu1,3,6,233,242,-3
Spaca5,10,13,219,242,-3
Cenpb,4,7,231,242,-3
Dnajc9,3,6,233,242,-3
Olfr600,5,8,229,242,-3
Gm42906,10,13,219,242,-3
Vamp5,7,10,225,242,-3
Tmem53,8,11,223,242,-3
Iqcc,4,7,231,242,-3
Gstp2,12,15,215,242,-3
Awat1,0,3,239,242,-3
Cap1,3,6,233,242,-3
Kif13a,6,9,227,242,-3
Vangl1,6,9,227,242,-3
Gstz1,3,6,233,242,-3
Arfrp1,2,5,235,242,-3
Uqcrfs1,3,6,233,242,-3
Traj9,0,3,239,242,-3
Pkn1,4,7,231,242,-3
Susd5,0,3,239,242,-3
1700015G11Rik,6,9,227,242,-3
Uqcrc2,5,8,229,242,-3
Camta1,2,5,235,242,-3
Vrk1,4,7,231,242,-3
Zscan12,2,5,235,242,-3
Atmin,3,6,233,242,-3
Khdrbs3,5,8,229,242,-3
Snph,1,4,237,242,-3
G6pc2,1,4,237,242,-3
Gm39566,0,3,239,242,-3
Tmem255b,3,6,233,242,-3
Olfr479,1,4,237,242,-3
Araf,3,6,233,242,-3
Rtf2,2,5,235,242,-3
Ccnl2,2,5,235,242,-3
Rtca,3,6,233,242,-3
Atm,4,7,231,242,-3
Kcnn2,1,4,237,242,-3
Stx5a,3,6,233,242,-3
Lrrc3b,5,8,229,242,-3
Olfr47,1,4,237,242,-3
Camk2n2,5,8,229,242,-3
Zfp513,5,8,229,242,-3
Vstm2l,7,10,225,242,-3
AY358078,5,8,229,242,-3
Rspry1,2,5,235,242,-3
Camk2g,2,5,235,242,-3
Zfp507,4,7,231,242,-3
Prpf4,2,5,235,242,-3
Twnk,2,5,235,242,-3
1700003H04Rik,3,6,233,242,-3
Tmem240,5,8,229,242,-3
Rspo1,3,6,233,242,-3
Zscan5b,1,4,237,242,-3
Cxxc5,6,9,227,242,-3
Gm5773,0,3,239,242,-3
Prpf19,2,5,235,242,-3
Olfr487,0,3,239,242,-3
Smok3c,0,3,239,242,-3
Zscan4d,0,3,239,242,-3
Dpep2,3,6,233,242,-3
Ccni,2,5,235,242,-3
Stx8,2,5,235,242,-3
Tmem268,2,5,235,242,-3
Dpf2,3,6,233,242,-3
Axl,6,9,227,242,-3
Arf5,2,5,235,242,-3
Slc33a1,4,7,231,242,-3
Zfp541,0,3,239,242,-3
Prpf18,2,5,235,242,-3
Olfr509,2,5,235,242,-3
Dph3,2,5,235,242,-3
Unkl,3,6,233,242,-3
Zfp536,1,4,237,242,-3
Uqcc3,2,5,235,242,-3
Tmem26,3,6,233,242,-3
Gabarap,2,5,235,242,-3
Taf6l,2,5,235,242,-3
Guca2a,18,21,203,242,-3
Camkv,2,5,235,242,-3
Rtl6,1,4,237,242,-3
Dpp10,2,5,235,242,-3
Gab2,2,5,235,242,-3
Tmem256,8,11,223,242,-3
Dpp9,2,5,235,242,-3
Sdf4,2,5,235,242,-3
Lrrc24,7,10,225,242,-3
Limk2,2,5,235,242,-3
Atxn10,4,7,231,242,-3
Uri1,3,6,233,242,-3
Gde1,3,6,233,242,-3
Ppt2,2,5,235,242,-3
Pdzrn4,0,3,239,242,-3
Gdf5,1,4,237,242,-3
Gdf3,4,7,231,242,-3
Gm50318,21,24,197,242,-3
Parp4,5,8,229,242,-3
Ddx19b,2,5,235,242,-3
Gp5,8,11,223,242,-3
Ccdc6,5,8,229,242,-3
Krtap9-3,3,6,233,242,-3
4921524J17Rik,7,10,225,242,-3
Tor4a,5,8,229,242,-3
Ces2b,5,8,229,242,-3
Ascl5,6,9,227,242,-3
Senp5,3,6,233,242,-3
Klra10,1,4,237,242,-3
Sult3a2,1,4,237,242,-3
Gm50388,16,19,207,242,-3
Pecr,11,14,217,242,-3
Gda,3,6,233,242,-3
Gpank1,4,7,231,242,-3
Umad1,4,7,231,242,-3
Septin3,5,8,229,242,-3
Ces3a,1,4,237,242,-3
Scap,3,6,233,242,-3
Paqr4,3,6,233,242,-3
Paqr3,4,7,231,242,-3
Pou6f2,0,3,239,242,-3
Vmn2r89,1,4,237,242,-3
Kcnd2,1,4,237,242,-3
Pex13,3,6,233,242,-3
Gm9747,5,8,229,242,-3
Golm1,5,8,229,242,-3
Ppp2r5b,5,8,229,242,-3
Pbdc1,4,7,231,242,-3
Vmn2r58,0,3,239,242,-3
Usp12,3,6,233,242,-3
Pdss1,5,8,229,242,-3
Senp1,2,5,235,242,-3
Arpp21,0,3,239,242,-3
Pax9,0,3,239,242,-3
Klrc3,2,5,235,242,-3
1810049J17Rik,23,26,193,242,-3
Gon4l,3,6,233,242,-3
Tpcn1,2,5,235,242,-3
Gm10428,2,5,235,242,-3
Got1,4,7,231,242,-3
Gja8,0,3,239,242,-3
Gdpd1,0,3,239,242,-3
Ppp5c,2,5,235,242,-3
Patj,3,6,233,242,-3
Zfp959,6,9,227,242,-3
Snx9,2,5,235,242,-3
Jph2,2,5,235,242,-3
4833439L19Rik,3,6,233,242,-3
Josd2,2,5,235,242,-3
Arpc2,4,7,231,242,-3
Soat1,5,8,229,242,-3
Gosr1,2,5,235,242,-3
Gosr2,2,5,235,242,-3
Gcnt3,3,6,233,242,-3
Asf1a,5,8,229,242,-3
4930407I10Rik,1,4,237,242,-3
Sln,2,5,235,242,-3
Catsperg1,1,4,237,242,-3
Slc6a20b,3,6,233,242,-3
Padi1,0,3,239,242,-3
Zim1,0,3,239,242,-3
Gm94,1,4,237,242,-3
Sympk,3,6,233,242,-3
Slc6a20a,4,7,231,242,-3
Top1mt,2,5,235,242,-3
Pacs2,3,6,233,242,-3
Zfp868,4,7,231,242,-3
Zfp846,2,5,235,242,-3
Pou2f3,3,6,233,242,-3
Ceacam13,0,3,239,242,-3
Pabpc4,5,8,229,242,-3
Lacc1,5,8,229,242,-3
Pramel40,4,7,231,242,-3
4930523C07Rik,12,15,215,242,-3
Socs4,4,7,231,242,-3
Zfp830,2,5,235,242,-3
Tomm70a,2,5,235,242,-3
Pex11b,2,5,235,242,-3
Socs6,5,8,229,242,-3
Defa17,3,6,233,242,-3
Gm9048,3,6,233,242,-3
Vmn2r99,1,4,237,242,-3
P3h1,6,9,227,242,-3
Atp6v0a1,4,7,231,242,-3
Ulbp1,6,9,227,242,-3
Ctag2,0,3,239,242,-3
Vmn2r56,0,3,239,242,-3
Zik1,3,6,233,242,-3
Gcfc2,2,5,235,242,-3
Ddx46,3,6,233,242,-3
Ddx47,3,6,233,242,-3
Panx1,3,6,233,242,-3
Slc7a1,1,4,237,242,-3
Gpatch2l,3,6,233,242,-3
Lactb,3,6,233,242,-3
Lactb2,3,6,233,242,-3
Ulk2,4,7,231,242,-3
Zfp937,6,9,227,242,-3
Gpbp1l1,2,5,235,242,-3
Scamp1,4,7,231,242,-3
Gcm2,0,3,239,242,-3
Armcx3,5,8,229,242,-3
Cav1,12,15,215,242,-3
4930455H04Rik,1,4,237,242,-3
Sel1l,2,5,235,242,-3
Tuba1c,9,12,221,242,-3
Slmap,2,5,235,242,-3
Paip1,9,12,221,242,-3
Pou4f3,0,3,239,242,-3
Gm49366,8,11,223,242,-3
Pagr1b,39,42,161,242,-3
Pepd,2,5,235,242,-3
Ttc39c,3,6,233,242,-3
Usp36,2,5,235,242,-3
Ddx6,3,6,233,242,-3
1700125H20Rik,14,17,211,242,-3
Gemin2,3,6,233,242,-3
Atp5c1,4,7,231,242,-3
Dars,5,8,229,242,-3
Krt4,0,3,239,242,-3
Ppm1j,1,4,237,242,-3
Pde4b,2,5,235,242,-3
Pde4d,2,5,235,242,-3
Ggt6,5,8,229,242,-3
Zfyve1,3,6,233,242,-3
Sem1,2,5,235,242,-3
Gnat3,1,4,237,242,-3
Krt36,0,3,239,242,-3
Gnb1,3,6,233,242,-3
Pcif1,2,5,235,242,-3
Gmfb,5,8,229,242,-3
Sema3c,6,9,227,242,-3
2210016L21Rik,3,6,233,242,-3
Katna1,2,5,235,242,-3
Tpk1,3,6,233,242,-3
Pde6b,1,4,237,242,-3
Dclre1c,2,5,235,242,-3
Pced1b,6,9,227,242,-3
Pde6c,1,4,237,242,-3
Ppm1f,2,5,235,242,-3
Dcp1a,5,8,229,242,-3
Ppp1r2,5,8,229,242,-3
Dcpp1,5,8,229,242,-3
Zfx,3,6,233,242,-3
Artn,6,9,227,242,-3
Gm4952,5,8,229,242,-3
Ggact,2,5,235,242,-3
Zfr2,10,13,219,242,-3
Tpr,2,5,235,242,-3
Pcnp,7,10,225,242,-3
2210408I21Rik,5,8,229,242,-3
Pcnx2,0,3,239,242,-3
Snx3,3,6,233,242,-3
Krt13,3,6,233,242,-3
Ctns,3,6,233,242,-3
Gmppb,4,7,231,242,-3
Pdcd7,3,6,233,242,-3
Kbtbd12,3,6,233,242,-3
Asb13,4,7,231,242,-3
Pcyt1b,3,6,233,242,-3
Krr1,2,5,235,242,-3
Vmn2r18,1,4,237,242,-3
Pcyox1l,3,6,233,242,-3
Celf1,2,5,235,242,-3
Ppp1r11,5,8,229,242,-3
Gid4,2,5,235,242,-3
Cer1,8,11,223,242,-3
Cc2d2a,5,8,229,242,-3
Krt23,0,3,239,242,-3
Pcsk2,1,4,237,242,-3
Zfyve27,3,6,233,242,-3
Dcaf1,3,6,233,242,-3
Kcmf1,2,5,235,242,-3
2310022B05Rik,4,7,231,242,-3
Ctnnbip1,3,6,233,242,-3
Ppp1r14b,3,6,233,242,-3
Pcolce,3,6,233,242,-3
Asap2,2,5,235,242,-3
Ctnnb1,3,6,233,242,-3
Gmeb2,3,6,233,242,-3
Vmn2r78,2,5,235,242,-3
Vmn2r59,4,7,231,242,-3
Ppie,2,5,235,242,-3
Arrb1,2,5,235,242,-3
Gnptg,3,6,233,242,-3
Pdhb,5,8,229,242,-3
Ddah2,5,8,229,242,-3
Pcdh9,1,4,237,242,-3
Gm50092,3,6,233,242,-3
Pcdh8,1,4,237,242,-3
Cbr1,2,5,235,242,-3
2200002D01Rik,7,10,225,242,-3
Pdia4,5,8,229,242,-3
Kansl2,2,5,235,242,-3
Atp4a,4,7,231,242,-3
Pcdh15,1,4,237,242,-3
Ppid,4,7,231,242,-3
Gga1,2,5,235,242,-3
Asb6,2,5,235,242,-3
Ppib,3,6,233,242,-3
Ppp1r9b,2,5,235,242,-3
Zfp971,12,15,215,242,-3
Usp25,2,5,235,242,-3
Get4,2,5,235,242,-3
Kmo,8,11,223,242,-3
Gm49405,1,4,237,242,-3
Selenom,5,8,229,242,-3
Zfp969,10,13,219,242,-3
Golga7,5,8,229,242,-3
Slc8a1,4,7,231,242,-3
Tpcn2,3,6,233,242,-3
Supt6,2,5,235,242,-3
Knl1,1,4,237,242,-3
Dda1,2,5,235,242,-3
Gnpnat1,3,6,233,242,-3
Ccdc51,4,7,231,242,-3
Gng7,5,8,229,242,-3
Usp20,3,6,233,242,-3
Dctn5,2,5,235,242,-3
Kars,2,5,235,242,-3
Slc9a6,4,7,231,242,-3
Arsj,0,3,239,242,-3
Gipc1,3,6,233,242,-3
Pcdhb4,1,4,237,242,-3
2610044O15Rik8,5,8,229,242,-3
Pcdhb22,2,5,235,242,-3
Pcdhb21,1,4,237,242,-3
Kpna6,2,5,235,242,-3
Gfra4,7,10,225,242,-3
2610507B11Rik,2,5,235,242,-3
Atp2c1,3,6,233,242,-3
Cep95,4,7,231,242,-3
Vmn2r66,0,3,239,242,-3
Slc9a4,0,3,239,242,-3
Slc9a3,2,5,235,242,-3
2810004N23Rik,3,6,233,242,-3
Dbnl,2,5,235,242,-3
Gnpda1,5,8,229,242,-3
Pcdhac1,1,4,237,242,-3
Syndig1,2,5,235,242,-3
Pcdha8,2,5,235,242,-3
Pcdha7,1,4,237,242,-3
Uhrf1bp1l,2,5,235,242,-3
Pex16,5,8,229,242,-3
Olfr804,4,7,231,242,-3
Slc4a10,1,4,237,242,-3
Gli3,2,5,235,242,-3
Atpsckmt,4,7,231,242,-3
Kcnj1,3,6,233,242,-3
Carhsp1,3,6,233,242,-3
Letm1,3,6,233,242,-3
Gprin3,0,3,239,242,-3
Klhl12,2,5,235,242,-3
Itga10,0,3,239,242,-3
4933427D14Rik,9,12,221,242,-3
Klhl11,2,5,235,242,-3
Samd13,17,20,205,242,-3
Gar1,4,7,231,242,-3
Dffa,3,6,233,242,-3
Carf,2,5,235,242,-3
Trappc3l,4,7,231,242,-3
Glipr1l2,0,3,239,242,-3
Utp23,4,7,231,242,-3
Polr1b,3,6,233,242,-3
Lgi1,4,7,231,242,-3
Tubg2,0,3,239,242,-3
Sox11,1,4,237,242,-3
Phf21b,2,5,235,242,-3
Phf23,3,6,233,242,-3
Phf3,2,5,235,242,-3
Zfp644,3,6,233,242,-3
Arhgef40,6,9,227,242,-3
Prkcsh,3,6,233,242,-3
Gpx7,6,9,227,242,-3
Cdr1,0,3,239,242,-3
Tnr,0,3,239,242,-3
Vmn2r118,0,3,239,242,-3
Prkca,2,5,235,242,-3
Prkag1,2,5,235,242,-3
Casp2,4,7,231,242,-3
Casp14,3,6,233,242,-3
Olfr982,0,3,239,242,-3
Phb2,2,5,235,242,-3
Klhl22,5,8,229,242,-3
Olfr98,0,3,239,242,-3
Kcnip3,3,6,233,242,-3
Gli1,4,7,231,242,-3
Olfr976,3,6,233,242,-3
Prkar2a,2,5,235,242,-3
Cyth2,2,5,235,242,-3
Atp8b2,8,11,223,242,-3
Aspg,4,7,231,242,-3
Phf11c,1,4,237,242,-3
Dennd6a,2,5,235,242,-3
Txnl4a,3,6,233,242,-3
Zfp664,2,5,235,242,-3
Tnrc18,3,6,233,242,-3
Olfr957,0,3,239,242,-3
Samt3,1,4,237,242,-3
Olfr954,3,6,233,242,-3
Cdr2l,7,10,225,242,-3
Phf11a,8,11,223,242,-3
Zmym2,5,8,229,242,-3
Cdr2,4,7,231,242,-3
Gas1,7,10,225,242,-3
Derl2,3,6,233,242,-3
Phf5a,2,5,235,242,-3
Gm8267,2,5,235,242,-3
Olfr896-ps1,1,4,237,242,-3
Cdkn2aip,4,7,231,242,-3
Phpt1,3,6,233,242,-3
Ccl19,9,12,221,242,-3
Dhx57,2,5,235,242,-3
